C3 id x y z
1757.5450844895 0 1 0 0
1757.5450844895 0.027027027027027 1 0.027027027027027 0
1757.5450844895 0.054054054054054 1 0.054054054054054 0
1757.5450844895 0.081081081081081 1 0.081081081081081 0
2927.534236195 0.10810810810811 1 0.10810810810811 0
2927.534236195 0.13513513513514 1 0.13513513513514 0
2927.534236195 0.16216216216216 1 0.16216216216216 0
2927.534236195 0.18918918918919 1 0.18918918918919 0
3762.4260453667 0.21621621621622 1 0.21621621621622 0
3762.4260453667 0.24324324324324 1 0.24324324324324 0
3762.4260453667 0.27027027027027 1 0.27027027027027 0
3762.4260453667 0.2972972972973 1 0.2972972972973 0
4320.8780126672 0.32432432432432 1 0.32432432432432 0
4320.8780126672 0.35135135135135 1 0.35135135135135 0
4320.8780126672 0.37837837837838 1 0.37837837837838 0
4681.9671524538 0.40540540540541 1 0.40540540540541 0
4681.9671524538 0.43243243243243 1 0.43243243243243 0
4681.9671524538 0.45945945945946 1 0.45945945945946 0
4681.9671524538 0.48648648648649 1 0.48648648648649 0
4906.8893156649 0.51351351351351 1 0.51351351351351 0
4906.8893156649 0.54054054054054 1 0.54054054054054 0
4906.8893156649 0.56756756756757 1 0.56756756756757 0
4906.8893156649 0.59459459459459 1 0.59459459459459 0
5046.2854225429 0.62162162162162 1 0.62162162162162 0
5046.2854225429 0.64864864864865 1 0.64864864864865 0
5046.2854225429 0.67567567567568 1 0.67567567567568 0
5132.3779496098 0.7027027027027 1 0.7027027027027 0
5132.3779496098 0.72972972972973 1 0.72972972972973 0
5132.3779496098 0.75675675675676 1 0.75675675675676 0
5132.3779496098 0.78378378378378 1 0.78378378378378 0
5193.6287352949 0.81081081081081 1 0.81081081081081 0
5193.6287352949 0.83783783783784 1 0.83783783783784 0
5193.6287352949 0.86486486486486 1 0.86486486486486 0
5193.6287352949 0.89189189189189 1 0.89189189189189 0
5247.0034441761 0.91891891891892 1 0.91891891891892 0
5247.0034441761 0.94594594594595 1 0.94594594594595 0
5247.0034441761 0.97297297297297 1 0.97297297297297 0
5247.0034441761 1 1 1 0
5304.6313979946 1.027027027027 1 1.027027027027 0
5304.6313979946 1.0540540540541 1 1.0540540540541 0
5304.6313979946 1.0810810810811 1 1.0810810810811 0
5375.4489719771 1.1081081081081 1 1.1081081081081 0
5375.4489719771 1.1351351351351 1 1.1351351351351 0
5375.4489719771 1.1621621621622 1 1.1621621621622 0
5375.4489719771 1.1891891891892 1 1.1891891891892 0
5465.1461472752 1.2162162162162 1 1.2162162162162 0
5465.1461472752 1.2432432432432 1 1.2432432432432 0
5465.1461472752 1.2702702702703 1 1.2702702702703 0
5465.1461472752 1.2972972972973 1 1.2972972972973 0
5571.4650550942 1.3243243243243 1 1.3243243243243 0
5571.4650550942 1.3513513513514 1 1.3513513513514 0
5571.4650550942 1.3783783783784 1 1.3783783783784 0
5679.3808944489 1.4054054054054 1 1.4054054054054 0
5679.3808944489 1.4324324324324 1 1.4324324324324 0
5679.3808944489 1.4594594594595 1 1.4594594594595 0
5679.3808944489 1.4864864864865 1 1.4864864864865 0
5712.442746947 1.5135135135135 1 1.5135135135135 0
5712.442746947 1.5405405405405 1 1.5405405405405 0
5712.442746947 1.5675675675676 1 1.5675675675676 0
5712.442746947 1.5945945945946 1 1.5945945945946 0
5641.5417476847 1.6216216216216 1 1.6216216216216 0
5641.5417476847 1.6486486486486 1 1.6486486486486 0
5641.5417476847 1.6756756756757 1 1.6756756756757 0
5462.2030370915 1.7027027027027 1 1.7027027027027 0
5462.2030370915 1.7297297297297 1 1.7297297297297 0
5462.2030370915 1.7567567567568 1 1.7567567567568 0
5462.2030370915 1.7837837837838 1 1.7837837837838 0
5085.3451019352 1.8108108108108 1 1.8108108108108 0
5085.3451019352 1.8378378378378 1 1.8378378378378 0
5085.3451019352 1.8648648648649 1 1.8648648648649 0
5085.3451019352 1.8918918918919 1 1.8918918918919 0
4080.0826966033 1.9189189189189 1 1.9189189189189 0
4080.0826966033 1.9459459459459 1 1.9459459459459 0
4080.0826966033 1.972972972973 1 1.972972972973 0
4080.0826966033 2 1 2 0
