"A","A1","A2","A3","A4","A5","A6","B","BC_in_C1","BC_in_C2","BC_in_C3","BC_in_C4","BC_in_C5","BC_in_C6","BC_out_C1","BC_out_C2","BC_out_C3","BC_out_C4","BC_out_C5","BC_out_C6","Calc_rho","power_scalar","rho_temp","sum_C1","Time"
3.0388,0.15833,0.55757,0.66188,1.1412,0.29926,0.22056,0.89443,10.909,16.262,5.3475,2.9717,0.086527,0.01352,10.838,16.188,5.3455,2.97,0.086494,0.013518,0.0014245,1.0001,0.00011119,15.78,76.6
3.0388,0.15834,0.55759,0.66187,1.1412,0.29925,0.22055,0.89443,10.909,16.261,5.3474,2.9716,0.086522,0.013519,10.837,16.188,5.3454,2.9699,0.086492,0.013518,0.0014245,1.0001,0.00011119,15.781,76.7
3.0388,0.15836,0.5576,0.66186,1.1412,0.29925,0.22055,0.89443,10.908,16.261,5.3473,2.9715,0.086518,0.013519,10.837,16.187,5.3452,2.9698,0.08649,0.013518,0.0014245,1.0001,0.00011119,15.782,76.8
3.0388,0.15837,0.55762,0.66185,1.1412,0.29924,0.22055,0.89443,10.907,16.26,5.3472,2.9713,0.086513,0.013518,10.837,16.186,5.3451,2.9698,0.086488,0.013518,0.0014245,1.0001,0.00011119,15.783,76.9
3.0388,0.15838,0.55764,0.66184,1.1412,0.29924,0.22055,0.89443,10.906,16.259,5.3471,2.9712,0.086508,0.013517,10.837,16.186,5.345,2.9697,0.086487,0.013518,0.0014245,1.0001,0.00011119,15.783,77
3.0388,0.15839,0.55766,0.66183,1.1411,0.29923,0.22054,0.89443,10.905,16.258,5.3469,2.9711,0.086504,0.013517,10.836,16.185,5.3449,2.9696,0.086485,0.013517,0.0014245,1.0001,0.00011119,15.784,77.1
3.0388,0.1584,0.55768,0.66182,1.1411,0.29923,0.22054,0.89443,10.904,16.257,5.3468,2.971,0.086499,0.013516,10.836,16.185,5.3448,2.9695,0.086483,0.013517,0.0014245,1.0001,0.00011119,15.785,77.2
3.0388,0.15842,0.5577,0.66181,1.1411,0.29923,0.22054,0.89443,10.903,16.256,5.3467,2.9709,0.086495,0.013515,10.836,16.184,5.3447,2.9695,0.086482,0.013517,0.0014245,1.0001,0.00011119,15.786,77.3
3.0388,0.15843,0.55771,0.6618,1.1411,0.29922,0.22054,0.89443,10.902,16.255,5.3465,2.9708,0.086491,0.013515,10.836,16.184,5.3445,2.9694,0.08648,0.013517,0.0014245,1.0001,0.00011119,15.787,77.4
3.0388,0.15844,0.55773,0.66179,1.1411,0.29922,0.22054,0.89443,10.901,16.254,5.3463,2.9706,0.086486,0.013514,10.836,16.184,5.3444,2.9693,0.086479,0.013517,0.0014245,1.0001,0.00011119,15.787,77.5
3.0388,0.15845,0.55775,0.66179,1.141,0.29922,0.22054,0.89443,10.9,16.253,5.3462,2.9705,0.086482,0.013514,10.836,16.183,5.3443,2.9692,0.086477,0.013517,0.0014245,1.0001,0.00011119,15.788,77.6
3.0388,0.15846,0.55776,0.66178,1.141,0.29922,0.22054,0.89443,10.899,16.252,5.346,2.9704,0.086478,0.013513,10.836,16.183,5.3442,2.9692,0.086476,0.013517,0.0014245,1.0001,0.00011119,15.789,77.7
3.0388,0.15847,0.55778,0.66177,1.141,0.29921,0.22054,0.89443,10.898,16.251,5.3458,2.9702,0.086474,0.013513,10.836,16.183,5.3441,2.9691,0.086475,0.013517,0.0014245,1.0001,0.00011119,15.789,77.8
3.0388,0.15848,0.55779,0.66177,1.141,0.29921,0.22053,0.89443,10.897,16.25,5.3457,2.9701,0.08647,0.013512,10.837,16.182,5.344,2.969,0.086474,0.013517,0.0014245,1.0001,0.00011119,15.79,77.9
3.0388,0.15849,0.55781,0.66176,1.141,0.29921,0.22053,0.89443,10.896,16.249,5.3455,2.97,0.086467,0.013512,10.837,16.182,5.3439,2.969,0.086473,0.013516,0.0014245,1.0001,0.00011118,15.791,78
3.0388,0.1585,0.55782,0.66175,1.141,0.29921,0.22053,0.89443,10.895,16.247,5.3453,2.9699,0.086463,0.013511,10.837,16.182,5.3438,2.9689,0.086472,0.013516,0.0014245,1.0001,0.00011118,15.791,78.1
3.0388,0.15851,0.55784,0.66175,1.141,0.29921,0.22053,0.89443,10.894,16.246,5.3451,2.9697,0.086459,0.013511,10.838,16.182,5.3437,2.9688,0.086471,0.013516,0.0014245,1.0001,0.00011118,15.792,78.2
3.0388,0.15852,0.55785,0.66174,1.1409,0.29921,0.22053,0.89443,10.893,16.245,5.3449,2.9696,0.086456,0.013511,10.838,16.182,5.3435,2.9688,0.08647,0.013516,0.0014245,1.0001,0.00011118,15.793,78.3
3.0388,0.15852,0.55786,0.66174,1.1409,0.29921,0.22053,0.89443,10.892,16.244,5.3447,2.9695,0.086453,0.01351,10.839,16.182,5.3434,2.9687,0.086469,0.013516,0.0014245,1.0001,0.00011117,15.793,78.4
3.0388,0.15853,0.55787,0.66173,1.1409,0.29921,0.22053,0.89443,10.891,16.243,5.3445,2.9693,0.08645,0.01351,10.839,16.182,5.3434,2.9687,0.086469,0.013516,0.0014245,1.0001,0.00011117,15.794,78.5
3.0388,0.15854,0.55789,0.66173,1.1409,0.29921,0.22053,0.89443,10.89,16.242,5.3443,2.9692,0.086447,0.01351,10.84,16.182,5.3433,2.9686,0.086468,0.013516,0.0014245,1.0001,0.00011117,15.794,78.6
3.0388,0.15854,0.5579,0.66172,1.1409,0.29921,0.22053,0.89443,10.889,16.24,5.3441,2.9691,0.086444,0.01351,10.84,16.182,5.3432,2.9686,0.086467,0.013516,0.0014245,1.0001,0.00011116,15.795,78.7
3.0388,0.15855,0.55791,0.66172,1.1409,0.29921,0.22053,0.89443,10.888,16.239,5.3439,2.969,0.086442,0.013509,10.841,16.182,5.3431,2.9685,0.086467,0.013516,0.0014245,1.0001,0.00011116,15.795,78.8
3.0388,0.15855,0.55791,0.66172,1.1409,0.29921,0.22053,0.89443,10.887,16.238,5.3437,2.9688,0.086439,0.013509,10.842,16.182,5.343,2.9685,0.086466,0.013516,0.0014245,1.0001,0.00011115,15.796,78.9
3.0388,0.15856,0.55792,0.66171,1.1409,0.29921,0.22054,0.89443,10.886,16.237,5.3435,2.9687,0.086437,0.013509,10.842,16.183,5.3429,2.9684,0.086466,0.013516,0.0014245,1.0001,0.00011115,15.796,79
3.0388,0.15856,0.55793,0.66171,1.1409,0.29921,0.22054,0.89443,10.885,16.236,5.3433,2.9686,0.086435,0.013509,10.843,16.183,5.3428,2.9684,0.086466,0.013516,0.0014245,1.0001,0.00011114,15.796,79.1
3.0388,0.15857,0.55794,0.66171,1.1409,0.29921,0.22054,0.89443,10.884,16.235,5.3431,2.9685,0.086433,0.013509,10.844,16.183,5.3427,2.9683,0.086465,0.013516,0.0014245,1.0001,0.00011114,15.797,79.2
3.0388,0.15857,0.55794,0.66171,1.1409,0.29921,0.22054,0.89443,10.883,16.234,5.3429,2.9684,0.086431,0.013509,10.845,16.183,5.3427,2.9683,0.086465,0.013516,0.0014245,1.0001,0.00011113,15.797,79.3
3.0389,0.15857,0.55795,0.6617,1.1409,0.29921,0.22054,0.89443,10.882,16.233,5.3427,2.9682,0.086429,0.013509,10.846,16.184,5.3426,2.9682,0.086465,0.013516,0.0014245,1.0001,0.00011113,15.797,79.4
3.0389,0.15858,0.55795,0.6617,1.1409,0.29921,0.22054,0.89443,10.881,16.232,5.3425,2.9681,0.086428,0.013509,10.847,16.184,5.3425,2.9682,0.086465,0.013516,0.0014245,1.0001,0.00011112,15.797,79.5
3.0389,0.15858,0.55795,0.6617,1.1409,0.29921,0.22054,0.89443,10.88,16.231,5.3423,2.968,0.086427,0.013509,10.848,16.184,5.3424,2.9682,0.086465,0.013516,0.0014245,1.0001,0.00011112,15.798,79.6
3.0389,0.15858,0.55795,0.6617,1.1409,0.29921,0.22054,0.89443,10.879,16.229,5.3421,2.9679,0.086426,0.013509,10.849,16.185,5.3424,2.9681,0.086465,0.013516,0.0014245,1.0001,0.00011111,15.798,79.7
3.0389,0.15858,0.55796,0.6617,1.1409,0.29921,0.22054,0.89443,10.878,16.228,5.3419,2.9678,0.086425,0.013509,10.85,16.185,5.3423,2.9681,0.086465,0.013517,0.0014245,1.0001,0.0001111,15.798,79.8
3.0389,0.15858,0.55796,0.6617,1.1409,0.29921,0.22054,0.89443,10.877,16.228,5.3418,2.9677,0.086424,0.013509,10.851,16.186,5.3423,2.9681,0.086465,0.013517,0.0014245,1.0001,0.0001111,15.798,79.9
3.0389,0.15858,0.55796,0.6617,1.1409,0.29921,0.22055,0.89443,10.876,16.227,5.3416,2.9676,0.086423,0.013509,10.852,16.186,5.3422,2.968,0.086465,0.013517,0.0014245,1.0002,0.00011109,15.798,80
3.0389,0.15858,0.55795,0.6617,1.1409,0.29922,0.22055,0.89443,10.875,16.226,5.3414,2.9676,0.086423,0.013509,10.853,16.187,5.3422,2.968,0.086465,0.013517,0.0014244,1.0002,0.00011108,15.798,80.1
3.0389,0.15858,0.55795,0.6617,1.1409,0.29922,0.22055,0.89443,10.875,16.225,5.3412,2.9675,0.086423,0.01351,10.854,16.187,5.3421,2.968,0.086465,0.013517,0.0014244,1.0002,0.00011108,15.798,80.2
3.0389,0.15858,0.55795,0.6617,1.1409,0.29922,0.22055,0.89443,10.874,16.224,5.3411,2.9674,0.086423,0.01351,10.855,16.188,5.3421,2.968,0.086465,0.013517,0.0014244,1.0002,0.00011107,15.798,80.3
3.0389,0.15857,0.55795,0.6617,1.1409,0.29922,0.22055,0.89443,10.873,16.223,5.3409,2.9673,0.086423,0.01351,10.856,16.189,5.342,2.9679,0.086465,0.013517,0.0014244,1.0002,0.00011106,15.798,80.4
3.0389,0.15857,0.55794,0.6617,1.1409,0.29922,0.22055,0.89443,10.872,16.222,5.3408,2.9673,0.086423,0.01351,10.857,16.189,5.342,2.9679,0.086466,0.013517,0.0014244,1.0002,0.00011105,15.798,80.5
3.0389,0.15857,0.55794,0.6617,1.1409,0.29922,0.22055,0.89443,10.872,16.221,5.3406,2.9672,0.086424,0.013511,10.858,16.19,5.3419,2.9679,0.086466,0.013517,0.0014244,1.0002,0.00011105,15.798,80.6
3.0389,0.15857,0.55793,0.6617,1.1409,0.29923,0.22056,0.89443,10.871,16.221,5.3405,2.9671,0.086424,0.013511,10.859,16.19,5.3419,2.9679,0.086466,0.013517,0.0014245,1.0002,0.00011104,15.797,80.7
3.0389,0.15856,0.55792,0.6617,1.1409,0.29923,0.22056,0.89443,10.87,16.22,5.3404,2.9671,0.086425,0.013511,10.861,16.191,5.3419,2.9679,0.086467,0.013517,0.0014245,1.0002,0.00011103,15.797,80.8
3.0389,0.15856,0.55792,0.6617,1.1409,0.29923,0.22056,0.89443,10.87,16.219,5.3402,2.967,0.086426,0.013512,10.862,16.192,5.3418,2.9679,0.086467,0.013517,0.0014245,1.0002,0.00011102,15.797,80.9
3.0389,0.15855,0.55791,0.6617,1.1409,0.29923,0.22056,0.89443,10.869,16.218,5.3401,2.967,0.086427,0.013512,10.863,16.192,5.3418,2.9678,0.086467,0.013517,0.0014245,1.0002,0.00011101,15.797,81
3.0389,0.15855,0.5579,0.6617,1.1409,0.29923,0.22056,0.89443,10.868,16.218,5.34,2.9669,0.086429,0.013512,10.864,16.193,5.3418,2.9678,0.086468,0.013517,0.0014245,1.0002,0.00011101,15.797,81.1
3.0388,0.15854,0.55789,0.6617,1.1409,0.29923,0.22056,0.89443,10.868,16.217,5.3399,2.9669,0.08643,0.013513,10.865,16.193,5.3418,2.9678,0.086468,0.013518,0.0014245,1.0002,0.000111,15.796,81.2
3.0388,0.15854,0.55788,0.6617,1.1409,0.29924,0.22056,0.89443,10.867,16.217,5.3398,2.9669,0.086432,0.013513,10.866,16.194,5.3417,2.9678,0.086468,0.013518,0.0014245,1.0002,0.00011099,15.796,81.3
3.0388,0.15853,0.55787,0.6617,1.1409,0.29924,0.22056,0.89443,10.867,16.216,5.3397,2.9668,0.086433,0.013514,10.867,16.195,5.3417,2.9678,0.086469,0.013518,0.0014245,1.0002,0.00011098,15.795,81.4
3.0388,0.15852,0.55786,0.6617,1.1409,0.29924,0.22057,0.89443,10.866,16.215,5.3396,2.9668,0.086435,0.013514,10.868,16.195,5.3417,2.9678,0.086469,0.013518,0.0014245,1.0002,0.00011097,15.795,81.5
3.0388,0.15852,0.55785,0.66171,1.1409,0.29924,0.22057,0.89443,10.866,16.215,5.3396,2.9668,0.086437,0.013515,10.869,16.196,5.3417,2.9678,0.08647,0.013518,0.0014245,1.0002,0.00011096,15.795,81.6
3.0388,0.15851,0.55784,0.66171,1.1409,0.29924,0.22057,0.89443,10.866,16.214,5.3395,2.9668,0.08644,0.013515,10.87,16.196,5.3417,2.9678,0.08647,0.013518,0.0014245,1.0003,0.00011095,15.794,81.7
3.0388,0.1585,0.55782,0.66171,1.1409,0.29924,0.22057,0.89443,10.865,16.214,5.3394,2.9668,0.086442,0.013516,10.871,16.197,5.3417,2.9678,0.08647,0.013518,0.0014245,1.0003,0.00011094,15.794,81.8
3.0388,0.1585,0.55781,0.66171,1.141,0.29925,0.22057,0.89443,10.865,16.214,5.3394,2.9668,0.086444,0.013516,10.872,16.198,5.3417,2.9678,0.086471,0.013518,0.0014245,1.0003,0.00011094,15.793,81.9
3.0388,0.15849,0.5578,0.66171,1.141,0.29925,0.22057,0.89443,10.864,16.213,5.3393,2.9668,0.086447,0.013517,10.873,16.198,5.3417,2.9678,0.086471,0.013518,0.0014245,1.0003,0.00011093,15.793,82
3.0388,0.15848,0.55778,0.66171,1.141,0.29925,0.22057,0.89443,10.864,16.213,5.3393,2.9668,0.086449,0.013517,10.874,16.199,5.3417,2.9678,0.086472,0.013518,0.0014245,1.0003,0.00011092,15.792,82.1
3.0387,0.15847,0.55777,0.66171,1.141,0.29925,0.22057,0.89443,10.864,16.213,5.3393,2.9668,0.086452,0.013518,10.874,16.199,5.3417,2.9678,0.086472,0.013518,0.0014245,1.0003,0.00011091,15.792,82.2
3.0387,0.15846,0.55775,0.66171,1.141,0.29925,0.22057,0.89443,10.863,16.212,5.3392,2.9668,0.086455,0.013519,10.875,16.2,5.3417,2.9678,0.086473,0.013518,0.0014245,1.0003,0.0001109,15.791,82.3
3.0387,0.15846,0.55774,0.66172,1.141,0.29925,0.22058,0.89443,10.863,16.212,5.3392,2.9669,0.086458,0.013519,10.876,16.2,5.3417,2.9678,0.086473,0.013518,0.0014245,1.0003,0.00011089,15.791,82.4
3.0387,0.15845,0.55773,0.66172,1.141,0.29925,0.22058,0.89443,10.863,16.212,5.3392,2.9669,0.086461,0.01352,10.877,16.201,5.3417,2.9678,0.086473,0.013519,0.0014245,1.0003,0.00011088,15.79,82.5
3.0387,0.15844,0.55771,0.66172,1.141,0.29926,0.22058,0.89443,10.863,16.211,5.3392,2.9669,0.086464,0.01352,10.877,16.201,5.3417,2.9678,0.086474,0.013519,0.0014245,1.0003,0.00011087,15.789,82.6
3.0387,0.15843,0.55769,0.66172,1.141,0.29926,0.22058,0.89443,10.863,16.211,5.3392,2.9669,0.086468,0.013521,10.878,16.202,5.3417,2.9678,0.086474,0.013519,0.0014245,1.0003,0.00011086,15.789,82.7
3.0387,0.15842,0.55768,0.66172,1.141,0.29926,0.22058,0.89443,10.862,16.211,5.3393,2.967,0.086471,0.013522,10.878,16.202,5.3417,2.9678,0.086475,0.013519,0.0014245,1.0003,0.00011085,15.788,82.8
3.0386,0.15841,0.55766,0.66172,1.141,0.29926,0.22058,0.89443,10.862,16.211,5.3393,2.967,0.086474,0.013522,10.879,16.202,5.3417,2.9678,0.086475,0.013519,0.0014245,1.0003,0.00011084,15.787,82.9
3.0386,0.1584,0.55765,0.66172,1.141,0.29926,0.22058,0.89443,10.862,16.211,5.3393,2.9671,0.086478,0.013523,10.879,16.203,5.3417,2.9678,0.086475,0.013519,0.0014245,1.0003,0.00011083,15.787,83
3.0386,0.15839,0.55763,0.66173,1.141,0.29926,0.22058,0.89443,10.862,16.211,5.3394,2.9671,0.086481,0.013524,10.88,16.203,5.3417,2.9679,0.086476,0.013519,0.0014246,1.0003,0.00011082,15.786,83.1
3.0386,0.15839,0.55762,0.66173,1.141,0.29926,0.22058,0.89443,10.862,16.211,5.3394,2.9672,0.086485,0.013524,10.88,16.203,5.3417,2.9679,0.086476,0.013519,0.0014246,1.0003,0.00011081,15.785,83.2
3.0386,0.15838,0.5576,0.66173,1.141,0.29926,0.22058,0.89443,10.862,16.211,5.3395,2.9673,0.086489,0.013525,10.881,16.203,5.3418,2.9679,0.086477,0.013519,0.0014246,1.0003,0.0001108,15.785,83.3
3.0386,0.15837,0.55758,0.66173,1.141,0.29927,0.22058,0.89443,10.862,16.211,5.3395,2.9673,0.086492,0.013526,10.881,16.204,5.3418,2.9679,0.086477,0.013519,0.0014246,1.0003,0.0001108,15.784,83.4
3.0385,0.15836,0.55757,0.66173,1.141,0.29927,0.22058,0.89443,10.862,16.211,5.3396,2.9674,0.086496,0.013526,10.881,16.204,5.3418,2.9679,0.086477,0.013519,0.0014246,1.0003,0.00011079,15.783,83.5
3.0385,0.15835,0.55755,0.66173,1.141,0.29927,0.22058,0.89443,10.862,16.211,5.3397,2.9675,0.0865,0.013527,10.881,16.204,5.3418,2.9679,0.086478,0.013519,0.0014246,1.0003,0.00011078,15.783,83.6
3.0385,0.15834,0.55754,0.66173,1.141,0.29927,0.22059,0.89443,10.862,16.211,5.3398,2.9675,0.086503,0.013527,10.881,16.204,5.3418,2.9679,0.086478,0.013519,0.0014246,1.0003,0.00011077,15.782,83.7
3.0385,0.15833,0.55752,0.66173,1.141,0.29927,0.22059,0.89443,10.862,16.211,5.3399,2.9676,0.086507,0.013528,10.882,16.204,5.3418,2.9679,0.086478,0.013519,0.0014246,1.0003,0.00011076,15.781,83.8
3.0385,0.15832,0.55751,0.66174,1.1411,0.29927,0.22059,0.89443,10.862,16.211,5.34,2.9677,0.086511,0.013529,10.882,16.204,5.3419,2.9679,0.086479,0.013519,0.0014246,1.0003,0.00011075,15.781,83.9
3.0385,0.15831,0.55749,0.66174,1.1411,0.29927,0.22059,0.89443,10.862,16.211,5.3401,2.9678,0.086515,0.013529,10.882,16.204,5.3419,2.9679,0.086479,0.013519,0.0014246,1.0003,0.00011074,15.78,84
3.0384,0.15831,0.55748,0.66174,1.1411,0.29927,0.22059,0.89443,10.862,16.211,5.3402,2.9679,0.086519,0.01353,10.882,16.205,5.3419,2.968,0.086479,0.013519,0.0014246,1.0003,0.00011073,15.779,84.1
3.0384,0.1583,0.55746,0.66174,1.1411,0.29927,0.22059,0.89443,10.862,16.211,5.3403,2.968,0.086522,0.01353,10.881,16.205,5.3419,2.968,0.08648,0.013519,0.0014246,1.0003,0.00011072,15.779,84.2
3.0384,0.15829,0.55745,0.66174,1.1411,0.29927,0.22059,0.89443,10.862,16.211,5.3404,2.9681,0.086526,0.013531,10.881,16.204,5.3419,2.968,0.08648,0.013519,0.0014246,1.0003,0.00011072,15.778,84.3
3.0384,0.15828,0.55743,0.66174,1.1411,0.29927,0.22059,0.89443,10.862,16.211,5.3405,2.9682,0.08653,0.013532,10.881,16.204,5.3419,2.968,0.08648,0.013519,0.0014246,1.0003,0.00011071,15.777,84.4
3.0384,0.15827,0.55742,0.66174,1.1411,0.29927,0.22059,0.89443,10.862,16.212,5.3407,2.9683,0.086534,0.013532,10.881,16.204,5.342,2.968,0.086481,0.013519,0.0014247,1.0003,0.0001107,15.777,84.5
3.0384,0.15827,0.5574,0.66174,1.1411,0.29928,0.22059,0.89443,10.862,16.212,5.3408,2.9684,0.086537,0.013533,10.881,16.204,5.342,2.968,0.086481,0.013519,0.0014247,1.0003,0.00011069,15.776,84.6
3.0383,0.15826,0.55739,0.66174,1.1411,0.29928,0.22059,0.89443,10.862,16.212,5.3409,2.9685,0.086541,0.013533,10.88,16.204,5.342,2.968,0.086481,0.013519,0.0014247,1.0003,0.00011068,15.775,84.7
3.0383,0.15825,0.55738,0.66175,1.1411,0.29928,0.22059,0.89443,10.862,16.212,5.3411,2.9686,0.086544,0.013534,10.88,16.204,5.342,2.968,0.086481,0.013519,0.0014247,1.0003,0.00011068,15.775,84.8
3.0383,0.15824,0.55736,0.66175,1.1411,0.29928,0.22059,0.89443,10.862,16.212,5.3412,2.9687,0.086548,0.013534,10.88,16.204,5.342,2.968,0.086482,0.01352,0.0014247,1.0003,0.00011067,15.774,84.9
3.0383,0.15824,0.55735,0.66175,1.1411,0.29928,0.22059,0.89443,10.862,16.213,5.3414,2.9688,0.086551,0.013535,10.879,16.204,5.342,2.9681,0.086482,0.01352,0.0014247,1.0003,0.00011066,15.773,85
3.0383,0.15823,0.55734,0.66175,1.1411,0.29928,0.22059,0.89443,10.862,16.213,5.3415,2.9689,0.086555,0.013535,10.879,16.203,5.3421,2.9681,0.086482,0.01352,0.0014247,1.0003,0.00011066,15.773,85.1
3.0383,0.15822,0.55733,0.66175,1.1411,0.29928,0.22059,0.89443,10.863,16.213,5.3417,2.969,0.086558,0.013536,10.879,16.203,5.3421,2.9681,0.086482,0.01352,0.0014247,1.0003,0.00011065,15.772,85.2
3.0382,0.15822,0.55732,0.66175,1.1411,0.29928,0.22059,0.89443,10.863,16.213,5.3419,2.9691,0.086561,0.013536,10.878,16.203,5.3421,2.9681,0.086482,0.01352,0.0014247,1.0003,0.00011064,15.771,85.3
3.0382,0.15821,0.55731,0.66175,1.1411,0.29928,0.22059,0.89443,10.863,16.213,5.342,2.9692,0.086565,0.013536,10.878,16.203,5.3421,2.9681,0.086483,0.01352,0.0014247,1.0003,0.00011064,15.771,85.4
3.0382,0.1582,0.5573,0.66175,1.1411,0.29928,0.22059,0.89443,10.863,16.214,5.3422,2.9693,0.086568,0.013537,10.877,16.202,5.3421,2.9681,0.086483,0.01352,0.0014247,1.0003,0.00011063,15.77,85.5
3.0382,0.1582,0.55728,0.66175,1.1411,0.29928,0.22059,0.89443,10.863,16.214,5.3424,2.9694,0.086571,0.013537,10.877,16.202,5.3421,2.9681,0.086483,0.01352,0.0014247,1.0003,0.00011062,15.77,85.6
3.0382,0.15819,0.55727,0.66175,1.1411,0.29928,0.22059,0.89443,10.863,16.214,5.3425,2.9695,0.086574,0.013538,10.876,16.202,5.3422,2.9681,0.086483,0.01352,0.0014247,1.0003,0.00011062,15.769,85.7
3.0382,0.15819,0.55727,0.66176,1.1411,0.29928,0.22059,0.89443,10.863,16.214,5.3427,2.9696,0.086577,0.013538,10.875,16.201,5.3422,2.9681,0.086483,0.01352,0.0014247,1.0003,0.00011061,15.769,85.8
3.0382,0.15818,0.55726,0.66176,1.1411,0.29928,0.22059,0.89443,10.863,16.215,5.3429,2.9698,0.086579,0.013538,10.875,16.201,5.3422,2.9681,0.086483,0.01352,0.0014247,1.0003,0.00011061,15.768,85.9
3.0382,0.15817,0.55725,0.66176,1.1411,0.29928,0.22059,0.89443,10.864,16.215,5.343,2.9699,0.086582,0.013538,10.874,16.201,5.3422,2.9682,0.086483,0.01352,0.0014247,1.0003,0.0001106,15.768,86
3.0382,0.15817,0.55724,0.66176,1.1411,0.29928,0.22059,0.89443,10.864,16.215,5.3432,2.97,0.086584,0.013539,10.873,16.2,5.3422,2.9682,0.086484,0.01352,0.0014247,1.0003,0.0001106,15.767,86.1
3.0381,0.15817,0.55723,0.66176,1.1411,0.29928,0.22059,0.89443,10.864,16.216,5.3434,2.9701,0.086587,0.013539,10.873,16.2,5.3422,2.9682,0.086484,0.01352,0.0014247,1.0003,0.00011059,15.767,86.2
3.0381,0.15816,0.55722,0.66176,1.1411,0.29928,0.22059,0.89443,10.864,16.216,5.3436,2.9702,0.086589,0.013539,10.872,16.2,5.3422,2.9682,0.086484,0.01352,0.0014247,1.0003,0.00011059,15.766,86.3
3.0381,0.15816,0.55722,0.66176,1.1411,0.29928,0.22059,0.89443,10.864,16.216,5.3437,2.9703,0.086591,0.013539,10.871,16.199,5.3423,2.9682,0.086484,0.01352,0.0014247,1.0003,0.00011059,15.766,86.4
3.0381,0.15815,0.55721,0.66176,1.1411,0.29928,0.22059,0.89443,10.864,16.216,5.3439,2.9704,0.086593,0.013539,10.871,16.199,5.3423,2.9682,0.086484,0.01352,0.0014248,1.0003,0.00011058,15.765,86.5
3.0381,0.15815,0.5572,0.66176,1.1411,0.29928,0.22059,0.89443,10.864,16.217,5.3441,2.9705,0.086595,0.01354,10.87,16.198,5.3423,2.9682,0.086484,0.01352,0.0014248,1.0003,0.00011058,15.765,86.6
3.0381,0.15814,0.5572,0.66176,1.1411,0.29928,0.22059,0.89443,10.864,16.217,5.3443,2.9706,0.086597,0.01354,10.869,16.198,5.3423,2.9682,0.086484,0.01352,0.0014248,1.0003,0.00011058,15.764,86.7
3.0381,0.15814,0.55719,0.66177,1.1411,0.29928,0.22059,0.89443,10.865,16.217,5.3444,2.9707,0.086599,0.01354,10.869,16.198,5.3423,2.9682,0.086484,0.01352,0.0014248,1.0003,0.00011057,15.764,86.8
3.0381,0.15814,0.55719,0.66177,1.1411,0.29928,0.22059,0.89443,10.865,16.217,5.3446,2.9708,0.0866,0.01354,10.868,16.197,5.3423,2.9682,0.086485,0.01352,0.0014248,1.0003,0.00011057,15.764,86.9
3.0381,0.15813,0.55718,0.66177,1.1411,0.29928,0.22059,0.89443,10.865,16.217,5.3448,2.9709,0.086601,0.01354,10.867,16.197,5.3423,2.9682,0.086485,0.01352,0.0014248,1.0003,0.00011057,15.763,87
3.0381,0.15813,0.55718,0.66177,1.1411,0.29928,0.22059,0.89443,10.865,16.218,5.3449,2.9709,0.086603,0.01354,10.867,16.196,5.3423,2.9682,0.086485,0.01352,0.0014248,1.0003,0.00011057,15.763,87.1
3.0381,0.15813,0.55717,0.66177,1.1411,0.29928,0.22059,0.89443,10.865,16.218,5.3451,2.971,0.086604,0.01354,10.866,16.196,5.3423,2.9682,0.086485,0.01352,0.0014248,1.0003,0.00011056,15.763,87.2
3.0381,0.15813,0.55717,0.66177,1.1411,0.29928,0.22059,0.89443,10.865,16.218,5.3452,2.9711,0.086605,0.01354,10.865,16.196,5.3423,2.9683,0.086485,0.01352,0.0014248,1.0003,0.00011056,15.762,87.3
3.0381,0.15812,0.55717,0.66177,1.1411,0.29928,0.22059,0.89443,10.865,16.218,5.3454,2.9712,0.086605,0.01354,10.865,16.195,5.3424,2.9683,0.086485,0.01352,0.0014248,1.0003,0.00011056,15.762,87.4
3.0381,0.15812,0.55717,0.66177,1.1411,0.29928,0.22059,0.89443,10.865,16.218,5.3456,2.9713,0.086606,0.01354,10.864,16.195,5.3424,2.9683,0.086485,0.01352,0.0014248,1.0003,0.00011056,15.762,87.5
3.0381,0.15812,0.55716,0.66177,1.1411,0.29928,0.22059,0.89443,10.865,16.218,5.3457,2.9714,0.086607,0.01354,10.863,16.194,5.3424,2.9683,0.086485,0.01352,0.0014248,1.0003,0.00011056,15.761,87.6
3.0381,0.15812,0.55716,0.66178,1.1411,0.29928,0.22059,0.89443,10.865,16.218,5.3458,2.9714,0.086607,0.01354,10.863,16.194,5.3424,2.9683,0.086485,0.01352,0.0014248,1.0003,0.00011056,15.761,87.7
3.0381,0.15812,0.55716,0.66178,1.1411,0.29928,0.22059,0.89443,10.865,16.218,5.346,2.9715,0.086607,0.013539,10.862,16.193,5.3424,2.9683,0.086485,0.01352,0.0014248,1.0003,0.00011056,15.761,87.8
3.0381,0.15811,0.55716,0.66178,1.1411,0.29928,0.22059,0.89443,10.865,16.218,5.3461,2.9716,0.086607,0.013539,10.861,16.193,5.3424,2.9683,0.086485,0.01352,0.0014248,1.0003,0.00011056,15.761,87.9
3.0381,0.15811,0.55716,0.66178,1.1411,0.29928,0.22059,0.89443,10.865,16.218,5.3463,2.9716,0.086607,0.013539,10.861,16.193,5.3424,2.9683,0.086485,0.01352,0.0014248,1.0003,0.00011056,15.76,88
