"A","A1","A2","A3","A4","A5","A6","B","BC_in_C1","BC_in_C2","BC_in_C3","BC_in_C4","BC_in_C5","BC_in_C6","BC_out_C1","BC_out_C2","BC_out_C3","BC_out_C4","BC_out_C5","BC_out_C6","Calc_rho","power_scalar","rho_temp","sum_C1","Time"
3.0356,0.15741,0.55611,0.66164,1.1408,0.29918,0.22052,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.806,16.163,5.341,2.9673,0.086456,0.013515,0,1,0,15.689,0
3.0392,0.15743,0.55625,0.66214,1.142,0.29989,0.22149,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.806,16.163,5.3411,2.9675,0.08648,0.013529,0.0014243,1.0216,0,15.69,0.1
3.0453,0.15745,0.55651,0.66302,1.1442,0.30109,0.22303,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.806,16.163,5.3415,2.9679,0.08654,0.013559,0.0014219,1.0387,-1.721e-09,15.692,0.2
3.0531,0.15749,0.55685,0.6642,1.1471,0.30263,0.22489,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.807,16.164,5.3422,2.9686,0.08664,0.013607,0.0014188,1.0525,6.4677e-07,15.695,0.3
3.0622,0.15754,0.55727,0.66562,1.1505,0.30437,0.22687,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.807,16.165,5.3433,2.9697,0.086784,0.01367,0.0014151,1.0637,1.8049e-06,15.699,0.4
3.072,0.15759,0.55774,0.66721,1.1543,0.30623,0.22886,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.808,16.167,5.3448,2.9712,0.08697,0.013745,0.0014112,1.0728,3.3644e-06,15.703,0.5
3.0822,0.15765,0.55826,0.66896,1.1585,0.30814,0.23079,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.808,16.17,5.3467,2.9731,0.087194,0.013828,0.0014071,1.0804,5.2411e-06,15.708,0.6
3.0928,0.15771,0.55881,0.67081,1.1628,0.31005,0.2326,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.809,16.173,5.3491,2.9755,0.087452,0.013917,0.0014029,1.0866,7.3692e-06,15.713,0.7
3.1034,0.15777,0.5594,0.67274,1.1673,0.31193,0.23428,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.81,16.176,5.352,2.9782,0.087741,0.014008,0.0013986,1.0918,9.6967e-06,15.718,0.8
3.1139,0.15784,0.56,0.67473,1.1718,0.31376,0.23582,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.812,16.181,5.3554,2.9814,0.088054,0.0141,0.0013944,1.0962,1.2182e-05,15.723,0.9
3.1244,0.15791,0.56063,0.67676,1.1764,0.31551,0.23721,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.813,16.186,5.3593,2.985,0.088388,0.014191,0.0013902,1.0999,1.4792e-05,15.729,1
3.1346,0.15798,0.56126,0.67881,1.1809,0.31717,0.23845,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.815,16.191,5.3636,2.9889,0.088737,0.014278,0.0013862,1.103,1.7499e-05,15.735,1.1
3.1446,0.15805,0.5619,0.68088,1.1855,0.31874,0.23956,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.817,16.198,5.3684,2.9933,0.089097,0.014361,0.0013822,1.1056,2.028e-05,15.741,1.2
3.1543,0.15812,0.56255,0.68294,1.1899,0.32021,0.24054,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.819,16.205,5.3737,2.998,0.089464,0.014439,0.0013783,1.1079,2.3119e-05,15.747,1.3
3.1637,0.15819,0.5632,0.68499,1.1943,0.32158,0.24141,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.821,16.212,5.3795,3.003,0.089834,0.014512,0.0013745,1.1097,2.5998e-05,15.753,1.4
3.1728,0.15827,0.56385,0.68703,1.1986,0.32285,0.24217,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.824,16.221,5.3857,3.0084,0.090204,0.01458,0.0013709,1.1113,2.8904e-05,15.759,1.5
3.1815,0.15834,0.5645,0.68904,1.2028,0.32402,0.24283,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.826,16.23,5.3923,3.014,0.090571,0.014642,0.0013674,1.1126,3.1827e-05,15.765,1.6
3.1899,0.15841,0.56514,0.69101,1.2068,0.3251,0.2434,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.829,16.24,5.3994,3.0199,0.090932,0.014698,0.001364,1.1136,3.4757e-05,15.771,1.7
3.1979,0.15848,0.56577,0.69295,1.2107,0.32608,0.24389,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.832,16.25,5.4069,3.026,0.091285,0.014749,0.0013608,1.1144,3.7684e-05,15.777,1.8
3.2055,0.15855,0.5664,0.69484,1.2145,0.32698,0.24431,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.836,16.261,5.4147,3.0323,0.091628,0.014795,0.0013578,1.1151,4.0602e-05,15.783,1.9
3.2128,0.15862,0.56701,0.69668,1.2181,0.32779,0.24466,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.839,16.273,5.4229,3.0389,0.09196,0.014836,0.0013549,1.1155,4.3504e-05,15.789,2
3.2198,0.15869,0.56762,0.69847,1.2215,0.32851,0.24495,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.843,16.285,5.4315,3.0456,0.092279,0.014872,0.0013521,1.1158,4.6385e-05,15.795,2.1
3.2263,0.15875,0.56821,0.70021,1.2248,0.32916,0.24519,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.847,16.298,5.4404,3.0524,0.092584,0.014904,0.0013495,1.116,4.9238e-05,15.801,2.2
3.2325,0.15882,0.56878,0.70189,1.2279,0.32974,0.24538,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.851,16.311,5.4495,3.0593,0.092875,0.014931,0.001347,1.116,5.2059e-05,15.807,2.3
3.2384,0.15888,0.56934,0.7035,1.2309,0.33024,0.24553,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.855,16.325,5.4589,3.0663,0.09315,0.014955,0.0013446,1.1159,5.4845e-05,15.813,2.4
3.2439,0.15894,0.56988,0.70505,1.2337,0.33068,0.24564,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.859,16.339,5.4686,3.0734,0.09341,0.014975,0.0013425,1.1157,5.759e-05,15.818,2.5
3.249,0.159,0.57041,0.70654,1.2363,0.33105,0.2457,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.864,16.354,5.4785,3.0806,0.093654,0.014992,0.0013404,1.1154,6.0293e-05,15.824,2.6
3.2538,0.15906,0.57091,0.70796,1.2387,0.33137,0.24574,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.869,16.369,5.4886,3.0877,0.093882,0.015006,0.0013385,1.1149,6.2948e-05,15.829,2.7
3.2582,0.15912,0.5714,0.70931,1.241,0.33163,0.24574,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.873,16.385,5.4989,3.0949,0.094094,0.015017,0.0013367,1.1144,6.5555e-05,15.834,2.8
3.2623,0.15917,0.57187,0.71059,1.2431,0.33184,0.24572,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.878,16.401,5.5093,3.102,0.09429,0.015026,0.0013351,1.1138,6.811e-05,15.839,2.9
3.2661,0.15922,0.57232,0.7118,1.2451,0.332,0.24566,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.884,16.418,5.5199,3.1091,0.094469,0.015032,0.0013336,1.1131,7.0611e-05,15.844,3
3.2695,0.15927,0.57275,0.71294,1.2469,0.33211,0.24559,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.889,16.434,5.5306,3.1161,0.094634,0.015036,0.0013322,1.1123,7.3055e-05,15.849,3.1
3.2727,0.15932,0.57315,0.714,1.2485,0.33218,0.24549,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.894,16.452,5.5413,3.1231,0.094783,0.015038,0.0013309,1.1115,7.5442e-05,15.854,3.2
3.2755,0.15936,0.57354,0.715,1.25,0.33221,0.24537,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.899,16.469,5.5521,3.1299,0.094917,0.015038,0.0013298,1.1106,7.7769e-05,15.858,3.3
3.278,0.15941,0.5739,0.71592,1.2513,0.33221,0.24523,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.905,16.487,5.5629,3.1367,0.095036,0.015036,0.0013288,1.1096,8.0035e-05,15.863,3.4
3.2802,0.15945,0.57424,0.71678,1.2525,0.33216,0.24507,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.91,16.504,5.5737,3.1433,0.095142,0.015032,0.0013279,1.1086,8.2239e-05,15.867,3.5
3.2821,0.15948,0.57456,0.71756,1.2535,0.33208,0.2449,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.916,16.522,5.5845,3.1498,0.095234,0.015028,0.0013272,1.1075,8.4379e-05,15.871,3.6
3.2837,0.15952,0.57486,0.71828,1.2544,0.33198,0.24471,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.922,16.54,5.5953,3.1562,0.095312,0.015021,0.0013265,1.1064,8.6455e-05,15.875,3.7
3.2851,0.15955,0.57513,0.71892,1.2551,0.33184,0.2445,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.927,16.558,5.606,3.1623,0.095378,0.015014,0.001326,1.1052,8.8466e-05,15.878,3.8
3.2862,0.15958,0.57539,0.7195,1.2557,0.33168,0.24429,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.933,16.577,5.6166,3.1683,0.095432,0.015005,0.0013255,1.104,9.0411e-05,15.882,3.9
3.287,0.15961,0.57562,0.72001,1.2562,0.33149,0.24406,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.939,16.595,5.6271,3.1742,0.095474,0.014995,0.0013252,1.1027,9.2289e-05,15.885,4
3.2876,0.15963,0.57583,0.72046,1.2566,0.33127,0.24382,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.945,16.613,5.6375,3.1798,0.095505,0.014984,0.001325,1.1014,9.4102e-05,15.888,4.1
3.2879,0.15966,0.57602,0.72084,1.2568,0.33104,0.24357,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.95,16.631,5.6478,3.1852,0.095525,0.014973,0.0013248,1.1001,9.5847e-05,15.891,4.2
3.288,0.15968,0.57618,0.72116,1.2569,0.33079,0.24331,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.956,16.649,5.6578,3.1904,0.095535,0.01496,0.0013248,1.0988,9.7525e-05,15.894,4.3
3.2879,0.15969,0.57633,0.72141,1.2569,0.33051,0.24304,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.962,16.667,5.6677,3.1954,0.095536,0.014947,0.0013248,1.0974,9.9136e-05,15.896,4.4
3.2876,0.15971,0.57645,0.72161,1.2568,0.33022,0.24276,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.967,16.685,5.6774,3.2001,0.095527,0.014933,0.001325,1.0961,0.00010068,15.898,4.5
3.2871,0.15972,0.57656,0.72175,1.2567,0.32992,0.24248,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.973,16.703,5.6868,3.2046,0.09551,0.014918,0.0013252,1.0947,0.00010216,15.9,4.6
3.2864,0.15973,0.57664,0.72183,1.2564,0.3296,0.2422,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.979,16.72,5.6961,3.2089,0.095484,0.014902,0.0013255,1.0933,0.00010357,15.902,4.7
3.2854,0.15974,0.57671,0.72186,1.256,0.32927,0.2419,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.984,16.738,5.705,3.213,0.095451,0.014887,0.0013258,1.0918,0.00010491,15.904,4.8
3.2844,0.15975,0.57675,0.72184,1.2555,0.32892,0.2416,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.99,16.755,5.7137,3.2168,0.095411,0.01487,0.0013263,1.0904,0.00010619,15.906,4.9
3.2831,0.15975,0.57678,0.72176,1.2549,0.32857,0.2413,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,10.995,16.771,5.7222,3.2203,0.095363,0.014853,0.0013268,1.089,0.00010741,15.907,5
3.2817,0.15976,0.57679,0.72164,1.2543,0.32821,0.241,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11,16.787,5.7303,3.2236,0.09531,0.014836,0.0013273,1.0875,0.00010856,15.908,5.1
3.2801,0.15976,0.57678,0.72147,1.2536,0.32783,0.24069,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.005,16.803,5.7381,3.2267,0.09525,0.014819,0.001328,1.0861,0.00010964,15.909,5.2
3.2784,0.15975,0.57676,0.72126,1.2528,0.32745,0.24038,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.011,16.819,5.7456,3.2295,0.095185,0.014801,0.0013286,1.0847,0.00011067,15.91,5.3
3.2766,0.15975,0.57672,0.721,1.252,0.32707,0.24007,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.015,16.834,5.7527,3.2321,0.095115,0.014783,0.0013294,1.0832,0.00011163,15.911,5.4
3.2746,0.15975,0.57666,0.7207,1.2511,0.32668,0.23976,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.02,16.849,5.7596,3.2344,0.09504,0.014765,0.0013302,1.0818,0.00011253,15.911,5.5
3.2725,0.15974,0.57659,0.72037,1.2501,0.32628,0.23945,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.025,16.863,5.766,3.2365,0.094961,0.014746,0.001331,1.0804,0.00011337,15.911,5.6
3.2703,0.15973,0.5765,0.72,1.2491,0.32588,0.23914,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.029,16.876,5.7721,3.2383,0.094878,0.014728,0.0013319,1.079,0.00011415,15.911,5.7
3.268,0.15972,0.5764,0.7196,1.248,0.32548,0.23883,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.034,16.889,5.7779,3.2399,0.094791,0.014709,0.0013328,1.0776,0.00011488,15.911,5.8
3.2657,0.15971,0.57629,0.71916,1.2469,0.32508,0.23852,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.038,16.902,5.7833,3.2412,0.094701,0.01469,0.0013337,1.0762,0.00011555,15.911,5.9
3.2632,0.1597,0.57617,0.7187,1.2458,0.32468,0.23821,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.042,16.914,5.7882,3.2423,0.094608,0.014671,0.0013347,1.0748,0.00011616,15.911,6
3.2607,0.15968,0.57603,0.7182,1.2446,0.32427,0.2379,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.046,16.925,5.7928,3.2432,0.094512,0.014653,0.0013357,1.0735,0.00011671,15.91,6.1
3.2581,0.15966,0.57589,0.71768,1.2434,0.32387,0.2376,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.049,16.936,5.7971,3.2439,0.094414,0.014634,0.0013368,1.0722,0.00011722,15.91,6.2
3.2554,0.15965,0.57573,0.71714,1.2421,0.32346,0.2373,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.053,16.946,5.8009,3.2443,0.094313,0.014615,0.0013378,1.0708,0.00011767,15.909,6.3
3.2527,0.15963,0.57556,0.71658,1.2409,0.32306,0.237,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.056,16.955,5.8043,3.2445,0.094211,0.014597,0.0013389,1.0696,0.00011807,15.908,6.4
3.2499,0.15961,0.57539,0.71599,1.2396,0.32266,0.23671,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.059,16.964,5.8074,3.2445,0.094108,0.014578,0.00134,1.0683,0.00011843,15.907,6.5
3.2471,0.15959,0.5752,0.71539,1.2383,0.32227,0.23642,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.062,16.972,5.81,3.2443,0.094003,0.01456,0.0013411,1.067,0.00011873,15.906,6.6
3.2443,0.15957,0.57501,0.71478,1.237,0.32187,0.23613,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.064,16.98,5.8123,3.2439,0.093897,0.014542,0.0013423,1.0658,0.00011899,15.904,6.7
3.2415,0.15955,0.57481,0.71415,1.2356,0.32148,0.23585,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.067,16.986,5.8142,3.2433,0.09379,0.014524,0.0013434,1.0646,0.00011921,15.903,6.8
3.2386,0.15952,0.57461,0.7135,1.2343,0.3211,0.23557,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.069,16.992,5.8156,3.2425,0.093682,0.014506,0.0013446,1.0634,0.00011938,15.901,6.9
3.2357,0.1595,0.5744,0.71285,1.2329,0.32072,0.2353,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.071,16.998,5.8167,3.2415,0.093575,0.014489,0.0013457,1.0623,0.00011951,15.9,7
3.2328,0.15948,0.57419,0.71218,1.2316,0.32034,0.23504,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.072,17.002,5.8174,3.2404,0.093467,0.014471,0.0013469,1.0612,0.0001196,15.898,7.1
3.2299,0.15945,0.57397,0.71151,1.2302,0.31997,0.23477,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.074,17.006,5.8178,3.239,0.093359,0.014454,0.001348,1.0601,0.00011965,15.896,7.2
3.227,0.15943,0.57375,0.71084,1.2289,0.31961,0.23452,0.89443,10.807,16.163,5.341,2.9673,0.086456,0.013515,11.075,17.009,5.8177,3.2376,0.093251,0.014438,0.0013492,1.0591,0.00011966,15.894,7.3
3.2241,0.1594,0.57352,0.71016,1.2275,0.31925,0.23427,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.076,17.011,5.8173,3.2359,0.093144,0.014421,0.0013503,1.058,0.00011964,15.892,7.4
3.2213,0.15938,0.57329,0.70948,1.2262,0.3189,0.23403,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.077,17.013,5.8166,3.2342,0.093037,0.014405,0.0013515,1.057,0.00011958,15.89,7.5
3.2184,0.15935,0.57306,0.70879,1.2249,0.31856,0.23379,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.077,17.014,5.8155,3.2323,0.092931,0.014389,0.0013526,1.0561,0.00011949,15.888,7.6
3.2156,0.15933,0.57283,0.70811,1.2236,0.31822,0.23356,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.077,17.014,5.8141,3.2302,0.092826,0.014374,0.0013538,1.0551,0.00011937,15.886,7.7
3.2128,0.1593,0.5726,0.70742,1.2222,0.31789,0.23334,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.077,17.013,5.8123,3.2281,0.092722,0.014359,0.0013549,1.0542,0.00011922,15.884,7.8
3.21,0.15927,0.57237,0.70674,1.2209,0.31757,0.23312,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.077,17.012,5.8103,3.2258,0.092619,0.014344,0.001356,1.0534,0.00011904,15.882,7.9
3.2073,0.15925,0.57213,0.70607,1.2197,0.31726,0.23291,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.077,17.01,5.8079,3.2234,0.092518,0.01433,0.0013571,1.0525,0.00011883,15.879,8
3.2046,0.15922,0.5719,0.7054,1.2184,0.31696,0.23271,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.076,17.008,5.8053,3.221,0.092418,0.014316,0.0013582,1.0517,0.0001186,15.877,8.1
3.2019,0.15919,0.57167,0.70473,1.2172,0.31666,0.23251,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.075,17.004,5.8024,3.2184,0.092319,0.014302,0.0013592,1.051,0.00011834,15.875,8.2
3.1993,0.15917,0.57144,0.70407,1.2159,0.31638,0.23232,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.074,17.001,5.7992,3.2158,0.092222,0.014289,0.0013603,1.0502,0.00011806,15.872,8.3
3.1968,0.15914,0.57121,0.70342,1.2148,0.3161,0.23214,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.073,16.996,5.7958,3.2131,0.092127,0.014277,0.0013613,1.0495,0.00011776,15.87,8.4
3.1942,0.15912,0.57098,0.70277,1.2136,0.31583,0.23197,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.071,16.992,5.7921,3.2103,0.092034,0.014264,0.0013623,1.0489,0.00011744,15.868,8.5
3.1918,0.15909,0.57076,0.70214,1.2124,0.31557,0.2318,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.07,16.986,5.7883,3.2075,0.091942,0.014252,0.0013633,1.0482,0.0001171,15.865,8.6
3.1894,0.15906,0.57054,0.70152,1.2113,0.31532,0.23164,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.068,16.98,5.7843,3.2047,0.091853,0.014241,0.0013643,1.0476,0.00011674,15.863,8.7
3.187,0.15904,0.57032,0.7009,1.2102,0.31508,0.23148,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.066,16.974,5.7801,3.2018,0.091765,0.01423,0.0013652,1.047,0.00011637,15.86,8.8
3.1847,0.15901,0.5701,0.7003,1.2091,0.31484,0.23134,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.064,16.967,5.7757,3.1988,0.09168,0.014219,0.0013661,1.0465,0.00011598,15.858,8.9
3.1825,0.15899,0.56989,0.69971,1.2081,0.31462,0.2312,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.062,16.96,5.7712,3.1959,0.091597,0.014209,0.001367,1.046,0.00011558,15.856,9
3.1803,0.15897,0.56968,0.69914,1.2071,0.3144,0.23106,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.06,16.953,5.7665,3.1929,0.091516,0.014199,0.0013679,1.0455,0.00011517,15.853,9.1
3.1782,0.15894,0.56948,0.69857,1.2061,0.3142,0.23094,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.057,16.945,5.7618,3.1899,0.091438,0.01419,0.0013687,1.0451,0.00011474,15.851,9.2
3.1762,0.15892,0.56928,0.69802,1.2051,0.314,0.23082,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.055,16.937,5.7569,3.1869,0.091362,0.014181,0.0013695,1.0446,0.00011431,15.849,9.3
3.1742,0.1589,0.56908,0.69749,1.2042,0.31382,0.23071,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.052,16.929,5.752,3.1839,0.091288,0.014173,0.0013703,1.0443,0.00011387,15.846,9.4
3.1723,0.15887,0.56889,0.69696,1.2033,0.31364,0.2306,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.05,16.921,5.747,3.1809,0.091216,0.014164,0.0013711,1.0439,0.00011342,15.844,9.5
3.1704,0.15885,0.5687,0.69646,1.2024,0.31347,0.2305,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.047,16.912,5.7419,3.178,0.091147,0.014157,0.0013718,1.0436,0.00011296,15.842,9.6
3.1686,0.15883,0.56852,0.69596,1.2016,0.31331,0.23041,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.044,16.903,5.7368,3.175,0.091081,0.01415,0.0013726,1.0433,0.0001125,15.84,9.7
3.1669,0.15881,0.56834,0.69549,1.2008,0.31316,0.23032,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.041,16.894,5.7317,3.1721,0.091017,0.014143,0.0013732,1.043,0.00011203,15.837,9.8
3.1652,0.15879,0.56817,0.69503,1.2,0.31302,0.23025,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.038,16.885,5.7266,3.1692,0.090955,0.014136,0.0013739,1.0427,0.00011156,15.835,9.9
3.1637,0.15877,0.56801,0.69458,1.1993,0.31288,0.23017,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.036,16.876,5.7215,3.1663,0.090896,0.01413,0.0013745,1.0425,0.00011109,15.833,10
3.1621,0.15875,0.56784,0.69415,1.1985,0.31276,0.2301,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.033,16.867,5.7163,3.1635,0.09084,0.014125,0.0013751,1.0423,0.00011062,15.831,10.1
3.1607,0.15874,0.56769,0.69374,1.1979,0.31264,0.23004,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.03,16.858,5.7112,3.1607,0.090786,0.014119,0.0013757,1.0421,0.00011015,15.829,10.2
3.1593,0.15872,0.56754,0.69334,1.1972,0.31254,0.22999,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.027,16.848,5.7061,3.158,0.090734,0.014114,0.0013763,1.042,0.00010967,15.827,10.3
3.158,0.1587,0.56739,0.69295,1.1966,0.31244,0.22994,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.024,16.839,5.7011,3.1553,0.090685,0.01411,0.0013768,1.0419,0.0001092,15.826,10.4
3.1568,0.15868,0.56725,0.69259,1.196,0.31234,0.22989,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.021,16.83,5.6961,3.1526,0.090638,0.014106,0.0013773,1.0418,0.00010873,15.824,10.5
3.1556,0.15867,0.56711,0.69224,1.1954,0.31226,0.22985,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.018,16.821,5.6911,3.1501,0.090594,0.014102,0.0013778,1.0417,0.00010826,15.822,10.6
3.1545,0.15865,0.56698,0.6919,1.1949,0.31218,0.22982,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.015,16.812,5.6862,3.1475,0.090552,0.014099,0.0013782,1.0416,0.0001078,15.82,10.7
3.1534,0.15864,0.56686,0.69158,1.1944,0.31211,0.22979,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.012,16.803,5.6814,3.145,0.090512,0.014096,0.0013786,1.0416,0.00010734,15.819,10.8
3.1524,0.15863,0.56674,0.69128,1.194,0.31205,0.22977,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.009,16.794,5.6766,3.1426,0.090475,0.014093,0.001379,1.0415,0.00010688,15.817,10.9
3.1515,0.15861,0.56663,0.69099,1.1935,0.312,0.22975,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.006,16.785,5.6719,3.1403,0.09044,0.01409,0.0013794,1.0415,0.00010643,15.816,11
3.1506,0.1586,0.56652,0.69072,1.1931,0.31195,0.22974,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.004,16.776,5.6673,3.138,0.090408,0.014088,0.0013797,1.0416,0.00010599,15.814,11.1
3.1498,0.15859,0.56642,0.69046,1.1927,0.31191,0.22973,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,11.001,16.767,5.6628,3.1357,0.090377,0.014087,0.0013801,1.0416,0.00010555,15.813,11.2
3.1491,0.15858,0.56632,0.69022,1.1924,0.31188,0.22972,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.998,16.759,5.6584,3.1336,0.090349,0.014085,0.0013804,1.0416,0.00010512,15.811,11.3
3.1484,0.15856,0.56623,0.69,1.1921,0.31185,0.22972,0.89443,10.806,16.163,5.341,2.9673,0.086456,0.013515,10.995,16.751,5.6541,3.1315,0.090323,0.014084,0.0013806,1.0417,0.0001047,15.81,11.4
