time A1 A2 A3 A4 A5 A6 A7 A8 B C1_int_end lambda
0 237.37111958575 1051.5317994124 694.36617566941 1402.4836687831 2184.2130721017 652.6550001782 616.89994552018 169.05648080732 0.57626916615861 19083.441714054 0
