"A","A1","A2","A3","A4","A5","A6","B","Calc_rho","power_scalar","rho_temp","sum_C1","Time"
3.7893,0.20654,0.78614,0.94773,1.3398,0.29422,0.21484,0.89443,0.0011243,1,0,16.697,0
3.7893,0.20654,0.78614,0.94773,1.3398,0.29422,0.21484,0.89443,0.0011243,1.026,-1.721e-09,16.697,0.1
3.7927,0.20655,0.78621,0.94807,1.3409,0.295,0.21596,0.89443,0.0011229,1.0455,7.8234e-07,16.697,0.2
3.7983,0.20656,0.78633,0.94865,1.3428,0.29628,0.21769,0.89443,0.0011207,1.0602,2.1441e-06,16.698,0.3
3.8053,0.20657,0.78649,0.94942,1.3452,0.29787,0.21971,0.89443,0.0011179,1.0712,3.93e-06,16.7,0.4
3.8131,0.20659,0.78668,0.95032,1.3481,0.29963,0.2218,0.89443,0.0011148,1.0796,6.0263e-06,16.701,0.5
3.8213,0.20661,0.78689,0.95132,1.3512,0.30146,0.22382,0.89443,0.0011115,1.086,8.3481e-06,16.703,0.6
3.8296,0.20663,0.78711,0.95239,1.3544,0.30329,0.22572,0.89443,0.0011082,1.0908,1.0831e-05,16.705,0.7
3.8379,0.20666,0.78735,0.95351,1.3578,0.30508,0.22745,0.89443,0.0011049,1.0945,1.3428e-05,16.706,0.8
3.8459,0.20668,0.78759,0.95466,1.3612,0.3068,0.22899,0.89443,0.0011016,1.0973,1.6102e-05,16.708,0.9
3.8538,0.20671,0.78784,0.95582,1.3647,0.30843,0.23034,0.89443,0.0010985,1.0994,1.8823e-05,16.71,1
3.8614,0.20673,0.7881,0.957,1.3681,0.30996,0.23151,0.89443,0.0010955,1.1009,2.1572e-05,16.712,1.1
3.8686,0.20676,0.78836,0.95819,1.3714,0.31137,0.23251,0.89443,0.0010925,1.1021,2.433e-05,16.715,1.2
3.8756,0.20679,0.78862,0.95937,1.3747,0.31268,0.23336,0.89443,0.0010898,1.1029,2.7084e-05,16.717,1.3
3.8822,0.20681,0.78889,0.96055,1.378,0.31388,0.23408,0.89443,0.0010871,1.1034,2.9825e-05,16.719,1.4
3.8885,0.20684,0.78915,0.96172,1.3811,0.31497,0.23467,0.89443,0.0010846,1.1037,3.2543e-05,16.721,1.5
3.8945,0.20687,0.78941,0.96287,1.3842,0.31596,0.23516,0.89443,0.0010822,1.1038,3.5231e-05,16.723,1.6
3.9002,0.20689,0.78968,0.96401,1.3872,0.31685,0.23556,0.89443,0.0010799,1.1037,3.7886e-05,16.725,1.7
3.9056,0.20692,0.78994,0.96514,1.3901,0.31765,0.23587,0.89443,0.0010778,1.1036,4.0501e-05,16.727,1.8
3.9107,0.20694,0.7902,0.96624,1.3929,0.31837,0.23611,0.89443,0.0010757,1.1033,4.3075e-05,16.73,1.9
3.9156,0.20697,0.79046,0.96733,1.3955,0.319,0.2363,0.89443,0.0010738,1.1029,4.5603e-05,16.732,2
3.9202,0.207,0.79072,0.9684,1.3981,0.31956,0.23643,0.89443,0.0010719,1.1025,4.8085e-05,16.734,2.1
3.9246,0.20702,0.79097,0.96945,1.4006,0.32005,0.23652,0.89443,0.0010701,1.102,5.0518e-05,16.736,2.2
3.9288,0.20705,0.79122,0.97048,1.403,0.32048,0.23657,0.89443,0.0010685,1.1015,5.2901e-05,16.738,2.3
3.9328,0.20708,0.79147,0.97148,1.4053,0.32085,0.23658,0.89443,0.0010669,1.1009,5.5233e-05,16.74,2.4
3.9365,0.2071,0.79172,0.97247,1.4075,0.32116,0.23657,0.89443,0.0010654,1.1003,5.7513e-05,16.742,2.5
3.9401,0.20713,0.79197,0.97343,1.4096,0.32142,0.23654,0.89443,0.001064,1.0997,5.9741e-05,16.744,2.6
3.9435,0.20715,0.79221,0.97438,1.4116,0.32164,0.23648,0.89443,0.0010626,1.099,6.1916e-05,16.746,2.7
3.9467,0.20718,0.79245,0.9753,1.4135,0.32181,0.23641,0.89443,0.0010613,1.0984,6.4039e-05,16.748,2.8
3.9497,0.2072,0.79269,0.9762,1.4154,0.32195,0.23632,0.89443,0.0010601,1.0977,6.6109e-05,16.75,2.9
3.9526,0.20723,0.79293,0.97708,1.4171,0.32205,0.23622,0.89443,0.001059,1.097,6.8126e-05,16.752,3
3.9553,0.20725,0.79316,0.97793,1.4188,0.32212,0.23611,0.89443,0.0010579,1.0963,7.0091e-05,16.754,3.1
3.9579,0.20727,0.79339,0.97877,1.4203,0.32217,0.236,0.89443,0.0010568,1.0955,7.2005e-05,16.756,3.2
3.9604,0.2073,0.79362,0.97959,1.4218,0.32218,0.23587,0.89443,0.0010558,1.0948,7.3867e-05,16.758,3.3
3.9627,0.20732,0.79385,0.98038,1.4232,0.32218,0.23574,0.89443,0.0010549,1.0941,7.5678e-05,16.76,3.4
3.9649,0.20735,0.79407,0.98116,1.4246,0.32215,0.2356,0.89443,0.001054,1.0934,7.7439e-05,16.762,3.5
3.967,0.20737,0.79429,0.98191,1.4259,0.3221,0.23546,0.89443,0.0010532,1.0927,7.915e-05,16.764,3.6
3.969,0.20739,0.79451,0.98265,1.4271,0.32204,0.23532,0.89443,0.0010524,1.0919,8.0812e-05,16.766,3.7
3.9708,0.20741,0.79472,0.98336,1.4282,0.32196,0.23518,0.89443,0.0010517,1.0912,8.2426e-05,16.768,3.8
3.9726,0.20744,0.79493,0.98406,1.4293,0.32187,0.23503,0.89443,0.001051,1.0905,8.3993e-05,16.769,3.9
3.9742,0.20746,0.79514,0.98474,1.4303,0.32177,0.23488,0.89443,0.0010503,1.0898,8.5513e-05,16.771,4
3.9758,0.20748,0.79535,0.9854,1.4312,0.32166,0.23473,0.89443,0.0010497,1.0891,8.6987e-05,16.773,4.1
3.9773,0.2075,0.79555,0.98604,1.4321,0.32153,0.23458,0.89443,0.0010491,1.0885,8.8416e-05,16.775,4.2
3.9787,0.20753,0.79576,0.98666,1.4329,0.3214,0.23444,0.89443,0.0010485,1.0878,8.9801e-05,16.776,4.3
3.98,0.20755,0.79595,0.98727,1.4337,0.32127,0.23429,0.89443,0.001048,1.0871,9.1142e-05,16.778,4.4
3.9812,0.20757,0.79615,0.98786,1.4344,0.32112,0.23414,0.89443,0.0010475,1.0865,9.2441e-05,16.78,4.5
3.9824,0.20759,0.79635,0.98843,1.4351,0.32097,0.234,0.89443,0.001047,1.0858,9.3699e-05,16.782,4.6
3.9835,0.20761,0.79654,0.98899,1.4357,0.32082,0.23386,0.89443,0.0010466,1.0852,9.4916e-05,16.783,4.7
3.9845,0.20763,0.79673,0.98953,1.4363,0.32067,0.23371,0.89443,0.0010462,1.0846,9.6093e-05,16.785,4.8
3.9855,0.20765,0.79692,0.99006,1.4368,0.32051,0.23357,0.89443,0.0010458,1.084,9.7232e-05,16.787,4.9
3.9864,0.20767,0.7971,0.99057,1.4373,0.32035,0.23343,0.89443,0.0010454,1.0834,9.8333e-05,16.788,5
3.9873,0.20769,0.79729,0.99106,1.4377,0.32019,0.2333,0.89443,0.0010451,1.0828,9.9396e-05,16.79,5.1
3.9881,0.20771,0.79747,0.99155,1.4381,0.32002,0.23316,0.89443,0.0010448,1.0822,0.00010042,16.792,5.2
3.9888,0.20773,0.79765,0.99201,1.4385,0.31986,0.23303,0.89443,0.0010445,1.0817,0.00010142,16.793,5.3
3.9895,0.20775,0.79782,0.99247,1.4388,0.3197,0.2329,0.89443,0.0010442,1.0811,0.00010237,16.795,5.4
3.9901,0.20777,0.798,0.99291,1.4392,0.31953,0.23278,0.89443,0.0010439,1.0806,0.0001033,16.796,5.5
3.9907,0.20779,0.79817,0.99333,1.4394,0.31937,0.23265,0.89443,0.0010437,1.0801,0.00010419,16.798,5.6
3.9913,0.20781,0.79834,0.99375,1.4397,0.31921,0.23253,0.89443,0.0010435,1.0795,0.00010505,16.8,5.7
3.9918,0.20783,0.79851,0.99415,1.4399,0.31905,0.23241,0.89443,0.0010433,1.079,0.00010588,16.801,5.8
3.9923,0.20785,0.79868,0.99454,1.4401,0.31889,0.23229,0.89443,0.0010431,1.0786,0.00010668,16.803,5.9
3.9928,0.20787,0.79884,0.99492,1.4402,0.31873,0.23218,0.89443,0.0010429,1.0781,0.00010745,16.804,6
3.9932,0.20789,0.79901,0.99529,1.4404,0.31858,0.23207,0.89443,0.0010427,1.0776,0.00010819,16.806,6.1
3.9936,0.2079,0.79917,0.99565,1.4405,0.31842,0.23196,0.89443,0.0010426,1.0772,0.00010891,16.807,6.2
3.9939,0.20792,0.79933,0.99599,1.4405,0.31827,0.23185,0.89443,0.0010424,1.0767,0.0001096,16.809,6.3
3.9942,0.20794,0.79949,0.99633,1.4406,0.31812,0.23175,0.89443,0.0010423,1.0763,0.00011026,16.81,6.4
3.9945,0.20796,0.79964,0.99665,1.4407,0.31798,0.23165,0.89443,0.0010422,1.0759,0.0001109,16.812,6.5
3.9948,0.20798,0.7998,0.99697,1.4407,0.31783,0.23155,0.89443,0.0010421,1.0755,0.00011151,16.813,6.6
3.9951,0.20799,0.79995,0.99727,1.4407,0.31769,0.23145,0.89443,0.001042,1.0751,0.0001121,16.814,6.7
3.9953,0.20801,0.8001,0.99757,1.4407,0.31755,0.23136,0.89443,0.0010419,1.0747,0.00011266,16.816,6.8
3.9955,0.20803,0.80025,0.99786,1.4407,0.31742,0.23127,0.89443,0.0010418,1.0744,0.00011321,16.817,6.9
3.9957,0.20805,0.8004,0.99814,1.4406,0.31728,0.23118,0.89443,0.0010417,1.074,0.00011373,16.819,7
3.9958,0.20806,0.80055,0.99841,1.4406,0.31715,0.23109,0.89443,0.0010417,1.0737,0.00011423,16.82,7.1
3.996,0.20808,0.8007,0.99867,1.4405,0.31703,0.23101,0.89443,0.0010416,1.0733,0.00011471,16.821,7.2
3.9961,0.2081,0.80084,0.99893,1.4404,0.3169,0.23092,0.89443,0.0010415,1.073,0.00011517,16.823,7.3
3.9962,0.20812,0.80099,0.99917,1.4403,0.31678,0.23085,0.89443,0.0010415,1.0727,0.00011562,16.824,7.4
3.9964,0.20813,0.80113,0.99941,1.4403,0.31666,0.23077,0.89443,0.0010415,1.0724,0.00011604,16.826,7.5
3.9964,0.20815,0.80127,0.99964,1.4401,0.31655,0.23069,0.89443,0.0010414,1.0721,0.00011645,16.827,7.6
3.9965,0.20817,0.80141,0.99987,1.44,0.31643,0.23062,0.89443,0.0010414,1.0718,0.00011684,16.828,7.7
3.9966,0.20818,0.80155,1.0001,1.4399,0.31632,0.23055,0.89443,0.0010414,1.0715,0.00011721,16.83,7.8
3.9966,0.2082,0.80168,1.0003,1.4398,0.31622,0.23048,0.89443,0.0010413,1.0713,0.00011757,16.831,7.9
3.9967,0.20822,0.80182,1.0005,1.4396,0.31611,0.23042,0.89443,0.0010413,1.071,0.00011791,16.832,8
3.9967,0.20823,0.80195,1.0007,1.4395,0.31601,0.23035,0.89443,0.0010413,1.0708,0.00011824,16.834,8.1
3.9968,0.20825,0.80209,1.0009,1.4393,0.31591,0.23029,0.89443,0.0010413,1.0705,0.00011856,16.835,8.2
3.9968,0.20826,0.80222,1.0011,1.4392,0.31582,0.23023,0.89443,0.0010413,1.0703,0.00011886,16.836,8.3
3.9968,0.20828,0.80235,1.0013,1.439,0.31573,0.23018,0.89443,0.0010413,1.0701,0.00011914,16.838,8.4
3.9968,0.2083,0.80248,1.0014,1.4388,0.31564,0.23012,0.89443,0.0010413,1.0699,0.00011942,16.839,8.5
3.9968,0.20831,0.80261,1.0016,1.4387,0.31555,0.23007,0.89443,0.0010413,1.0697,0.00011968,16.84,8.6
3.9968,0.20833,0.80274,1.0018,1.4385,0.31546,0.23001,0.89443,0.0010413,1.0695,0.00011993,16.841,8.7
3.9968,0.20834,0.80287,1.0019,1.4383,0.31538,0.22996,0.89443,0.0010413,1.0693,0.00012017,16.843,8.8
3.9968,0.20836,0.803,1.0021,1.4381,0.3153,0.22992,0.89443,0.0010413,1.0691,0.0001204,16.844,8.9
3.9968,0.20838,0.80312,1.0023,1.438,0.31523,0.22987,0.89443,0.0010413,1.0689,0.00012062,16.845,9
3.9968,0.20839,0.80325,1.0024,1.4378,0.31515,0.22982,0.89443,0.0010413,1.0687,0.00012082,16.847,9.1
3.9968,0.20841,0.80337,1.0025,1.4376,0.31508,0.22978,0.89443,0.0010413,1.0686,0.00012102,16.848,9.2
3.9968,0.20842,0.80349,1.0027,1.4374,0.31501,0.22974,0.89443,0.0010413,1.0684,0.00012121,16.849,9.3
3.9967,0.20844,0.80362,1.0028,1.4372,0.31494,0.2297,0.89443,0.0010413,1.0683,0.00012139,16.85,9.4
3.9967,0.20845,0.80374,1.0029,1.437,0.31488,0.22966,0.89443,0.0010413,1.0681,0.00012156,16.852,9.5
3.9967,0.20847,0.80386,1.0031,1.4368,0.31482,0.22962,0.89443,0.0010413,1.068,0.00012173,16.853,9.6
3.9967,0.20848,0.80398,1.0032,1.4367,0.31476,0.22959,0.89443,0.0010413,1.0678,0.00012188,16.854,9.7
3.9966,0.2085,0.8041,1.0033,1.4365,0.3147,0.22955,0.89443,0.0010413,1.0677,0.00012203,16.855,9.8
3.9966,0.20851,0.80422,1.0034,1.4363,0.31464,0.22952,0.89443,0.0010414,1.0676,0.00012217,16.856,9.9
3.9966,0.20853,0.80433,1.0036,1.4361,0.31459,0.22949,0.89443,0.0010414,1.0675,0.00012231,16.858,10
3.9966,0.20854,0.80445,1.0037,1.4359,0.31454,0.22946,0.89443,0.0010414,1.0674,0.00012243,16.859,10.1
3.9965,0.20856,0.80457,1.0038,1.4357,0.31449,0.22943,0.89443,0.0010414,1.0673,0.00012256,16.86,10.2
3.9965,0.20857,0.80468,1.0039,1.4355,0.31444,0.2294,0.89443,0.0010414,1.0672,0.00012267,16.861,10.3
3.9965,0.20859,0.8048,1.004,1.4354,0.31439,0.22938,0.89443,0.0010414,1.0671,0.00012278,16.862,10.4
3.9965,0.2086,0.80491,1.0041,1.4352,0.31435,0.22935,0.89443,0.0010414,1.067,0.00012289,16.864,10.5
3.9965,0.20862,0.80503,1.0042,1.435,0.3143,0.22933,0.89443,0.0010414,1.0669,0.00012299,16.865,10.6
3.9964,0.20863,0.80514,1.0043,1.4348,0.31426,0.2293,0.89443,0.0010414,1.0668,0.00012308,16.866,10.7
3.9964,0.20865,0.80525,1.0044,1.4347,0.31422,0.22928,0.89443,0.0010414,1.0667,0.00012317,16.867,10.8
3.9964,0.20866,0.80536,1.0045,1.4345,0.31419,0.22926,0.89443,0.0010414,1.0666,0.00012326,16.868,10.9
3.9964,0.20868,0.80548,1.0045,1.4343,0.31415,0.22924,0.89443,0.0010414,1.0666,0.00012334,16.87,11
3.9964,0.20869,0.80559,1.0046,1.4341,0.31412,0.22922,0.89443,0.0010414,1.0665,0.00012342,16.871,11.1
3.9964,0.20871,0.8057,1.0047,1.434,0.31408,0.2292,0.89443,0.0010414,1.0664,0.00012349,16.872,11.2
3.9964,0.20872,0.80581,1.0048,1.4338,0.31405,0.22918,0.89443,0.0010414,1.0664,0.00012356,16.873,11.3
3.9964,0.20874,0.80592,1.0049,1.4337,0.31402,0.22917,0.89443,0.0010414,1.0663,0.00012363,16.874,11.4
3.9964,0.20875,0.80602,1.005,1.4335,0.31399,0.22915,0.89443,0.0010414,1.0663,0.0001237,16.876,11.5
3.9964,0.20876,0.80613,1.005,1.4334,0.31396,0.22914,0.89443,0.0010414,1.0662,0.00012376,16.877,11.6
3.9964,0.20878,0.80624,1.0051,1.4332,0.31394,0.22912,0.89443,0.0010414,1.0662,0.00012381,16.878,11.7
3.9964,0.20879,0.80635,1.0052,1.433,0.31391,0.22911,0.89443,0.0010414,1.0661,0.00012387,16.879,11.8
3.9964,0.20881,0.80645,1.0053,1.4329,0.31389,0.2291,0.89443,0.0010414,1.0661,0.00012392,16.88,11.9
3.9964,0.20882,0.80656,1.0053,1.4328,0.31387,0.22909,0.89443,0.0010414,1.066,0.00012397,16.881,12
3.9964,0.20884,0.80667,1.0054,1.4326,0.31384,0.22907,0.89443,0.0010414,1.066,0.00012402,16.882,12.1
3.9964,0.20885,0.80677,1.0055,1.4325,0.31382,0.22906,0.89443,0.0010414,1.066,0.00012407,16.884,12.2
3.9965,0.20886,0.80688,1.0055,1.4323,0.3138,0.22905,0.89443,0.0010414,1.0659,0.00012411,16.885,12.3
3.9965,0.20888,0.80698,1.0056,1.4322,0.31378,0.22904,0.89443,0.0010414,1.0659,0.00012416,16.886,12.4
3.9965,0.20889,0.80708,1.0056,1.4321,0.31377,0.22904,0.89443,0.0010414,1.0659,0.0001242,16.887,12.5
3.9965,0.20891,0.80719,1.0057,1.432,0.31375,0.22903,0.89443,0.0010414,1.0658,0.00012424,16.888,12.6
3.9966,0.20892,0.80729,1.0058,1.4318,0.31374,0.22902,0.89443,0.0010414,1.0658,0.00012428,16.889,12.7
3.9966,0.20894,0.80739,1.0058,1.4317,0.31372,0.22901,0.89443,0.0010414,1.0658,0.00012431,16.891,12.8
3.9966,0.20895,0.8075,1.0059,1.4316,0.31371,0.22901,0.89443,0.0010413,1.0658,0.00012435,16.892,12.9
3.9967,0.20896,0.8076,1.0059,1.4315,0.31369,0.229,0.89443,0.0010413,1.0658,0.00012438,16.893,13
3.9967,0.20898,0.8077,1.006,1.4314,0.31368,0.22899,0.89443,0.0010413,1.0657,0.00012442,16.894,13.1
3.9968,0.20899,0.8078,1.0061,1.4313,0.31367,0.22899,0.89443,0.0010413,1.0657,0.00012445,16.895,13.2
3.9968,0.20901,0.8079,1.0061,1.4312,0.31366,0.22898,0.89443,0.0010413,1.0657,0.00012448,16.896,13.3
3.9969,0.20902,0.808,1.0062,1.4311,0.31365,0.22898,0.89443,0.0010413,1.0657,0.00012451,16.897,13.4
3.9969,0.20903,0.8081,1.0062,1.431,0.31364,0.22897,0.89443,0.0010412,1.0657,0.00012454,16.898,13.5
3.997,0.20905,0.8082,1.0063,1.4309,0.31363,0.22897,0.89443,0.0010412,1.0657,0.00012457,16.9,13.6
3.997,0.20906,0.8083,1.0063,1.4308,0.31362,0.22897,0.89443,0.0010412,1.0657,0.0001246,16.901,13.7
3.9971,0.20908,0.8084,1.0064,1.4307,0.31361,0.22896,0.89443,0.0010412,1.0657,0.00012463,16.902,13.8
3.9972,0.20909,0.8085,1.0064,1.4306,0.31361,0.22896,0.89443,0.0010411,1.0657,0.00012465,16.903,13.9
3.9972,0.2091,0.8086,1.0065,1.4305,0.3136,0.22896,0.89443,0.0010411,1.0657,0.00012468,16.904,14
3.9973,0.20912,0.8087,1.0065,1.4304,0.31359,0.22896,0.89443,0.0010411,1.0656,0.00012471,16.905,14.1
3.9974,0.20913,0.80879,1.0066,1.4303,0.31359,0.22896,0.89443,0.0010411,1.0656,0.00012474,16.906,14.2
3.9974,0.20914,0.80889,1.0066,1.4302,0.31358,0.22895,0.89443,0.001041,1.0656,0.00012476,16.907,14.3
3.9975,0.20916,0.80899,1.0067,1.4302,0.31358,0.22895,0.89443,0.001041,1.0656,0.00012479,16.909,14.4
3.9976,0.20917,0.80908,1.0067,1.4301,0.31357,0.22895,0.89443,0.001041,1.0656,0.00012481,16.91,14.5
3.9976,0.20919,0.80918,1.0067,1.43,0.31357,0.22895,0.89443,0.0010409,1.0656,0.00012484,16.911,14.6
3.9977,0.2092,0.80928,1.0068,1.4299,0.31357,0.22895,0.89443,0.0010409,1.0656,0.00012487,16.912,14.7
3.9978,0.20921,0.80937,1.0068,1.4299,0.31356,0.22895,0.89443,0.0010409,1.0656,0.00012489,16.913,14.8
3.9979,0.20923,0.80947,1.0069,1.4298,0.31356,0.22895,0.89443,0.0010408,1.0656,0.00012492,16.914,14.9
3.998,0.20924,0.80956,1.0069,1.4297,0.31356,0.22895,0.89443,0.0010408,1.0656,0.00012494,16.915,15
3.9981,0.20925,0.80966,1.007,1.4297,0.31356,0.22895,0.89443,0.0010408,1.0657,0.00012497,16.916,15.1
3.9981,0.20927,0.80975,1.007,1.4296,0.31355,0.22895,0.89443,0.0010407,1.0657,0.000125,16.917,15.2
3.9982,0.20928,0.80984,1.007,1.4296,0.31355,0.22895,0.89443,0.0010407,1.0657,0.00012502,16.918,15.3
3.9983,0.2093,0.80994,1.0071,1.4295,0.31355,0.22895,0.89443,0.0010407,1.0657,0.00012505,16.92,15.4
3.9984,0.20931,0.81003,1.0071,1.4295,0.31355,0.22895,0.89443,0.0010406,1.0657,0.00012507,16.921,15.5
3.9985,0.20932,0.81013,1.0072,1.4294,0.31355,0.22895,0.89443,0.0010406,1.0657,0.0001251,16.922,15.6
3.9986,0.20934,0.81022,1.0072,1.4294,0.31355,0.22895,0.89443,0.0010406,1.0657,0.00012513,16.923,15.7
3.9987,0.20935,0.81031,1.0072,1.4293,0.31355,0.22895,0.89443,0.0010405,1.0657,0.00012515,16.924,15.8
3.9988,0.20936,0.8104,1.0073,1.4293,0.31355,0.22895,0.89443,0.0010405,1.0657,0.00012518,16.925,15.9
3.9989,0.20938,0.81049,1.0073,1.4292,0.31355,0.22895,0.89443,0.0010404,1.0657,0.00012521,16.926,16
3.999,0.20939,0.81059,1.0073,1.4292,0.31355,0.22895,0.89443,0.0010404,1.0657,0.00012524,16.927,16.1
3.9991,0.2094,0.81068,1.0074,1.4291,0.31355,0.22895,0.89443,0.0010404,1.0657,0.00012526,16.928,16.2
3.9992,0.20942,0.81077,1.0074,1.4291,0.31355,0.22895,0.89443,0.0010403,1.0657,0.00012529,16.929,16.3
3.9993,0.20943,0.81086,1.0075,1.429,0.31355,0.22895,0.89443,0.0010403,1.0657,0.00012532,16.931,16.4
3.9994,0.20944,0.81095,1.0075,1.429,0.31355,0.22896,0.89443,0.0010402,1.0657,0.00012535,16.932,16.5
3.9995,0.20946,0.81104,1.0075,1.429,0.31355,0.22896,0.89443,0.0010402,1.0657,0.00012538,16.933,16.6
3.9996,0.20947,0.81113,1.0076,1.4289,0.31355,0.22896,0.89443,0.0010402,1.0657,0.00012541,16.934,16.7
3.9997,0.20948,0.81122,1.0076,1.4289,0.31355,0.22896,0.89443,0.0010401,1.0658,0.00012544,16.935,16.8
3.9998,0.2095,0.81131,1.0076,1.4289,0.31356,0.22896,0.89443,0.0010401,1.0658,0.00012547,16.936,16.9
3.9999,0.20951,0.8114,1.0077,1.4288,0.31356,0.22896,0.89443,0.00104,1.0658,0.00012551,16.937,17
4,0.20952,0.81149,1.0077,1.4288,0.31356,0.22896,0.89443,0.00104,1.0658,0.00012557,16.938,17.1
4.0001,0.20954,0.81158,1.0077,1.4288,0.31356,0.22897,0.89443,0.0010399,1.0658,0.00012565,16.939,17.2
4.0003,0.20955,0.81166,1.0078,1.4288,0.31356,0.22897,0.89443,0.0010399,1.0657,0.00012575,16.94,17.3
4.0004,0.20956,0.81175,1.0078,1.4287,0.31356,0.22897,0.89443,0.0010399,1.0657,0.00012588,16.941,17.4
4.0005,0.20958,0.81184,1.0078,1.4287,0.31356,0.22896,0.89443,0.0010398,1.0657,0.00012605,16.942,17.5
4.0006,0.20959,0.81193,1.0078,1.4287,0.31356,0.22896,0.89443,0.0010398,1.0656,0.00012624,16.943,17.6
4.0006,0.2096,0.81201,1.0079,1.4286,0.31356,0.22896,0.89443,0.0010397,1.0655,0.00012646,16.945,17.7
4.0007,0.20962,0.8121,1.0079,1.4286,0.31355,0.22895,0.89443,0.0010397,1.0654,0.00012672,16.946,17.8
4.0008,0.20963,0.81218,1.0079,1.4286,0.31354,0.22894,0.89443,0.0010397,1.0653,0.000127,16.947,17.9
4.0009,0.20964,0.81227,1.0079,1.4285,0.31353,0.22892,0.89443,0.0010397,1.0651,0.00012732,16.948,18
4.0009,0.20966,0.81235,1.008,1.4285,0.31352,0.22891,0.89443,0.0010396,1.065,0.00012767,16.949,18.1
4.0009,0.20967,0.81244,1.008,1.4284,0.3135,0.22888,0.89443,0.0010396,1.0648,0.00012804,16.95,18.2
4.0009,0.20968,0.81252,1.008,1.4284,0.31347,0.22886,0.89443,0.0010396,1.0645,0.00012845,16.951,18.3
4.0009,0.2097,0.8126,1.008,1.4283,0.31345,0.22883,0.89443,0.0010396,1.0643,0.00012888,16.952,18.4
4.0009,0.20971,0.81268,1.008,1.4282,0.31342,0.22879,0.89443,0.0010397,1.064,0.00012934,16.953,18.5
4.0008,0.20972,0.81276,1.008,1.4282,0.31338,0.22876,0.89443,0.0010397,1.0637,0.00012983,16.954,18.6
4.0007,0.20973,0.81284,1.008,1.4281,0.31334,0.22871,0.89443,0.0010397,1.0634,0.00013033,16.955,18.7
4.0006,0.20975,0.81292,1.008,1.428,0.31329,0.22866,0.89443,0.0010398,1.0631,0.00013087,16.956,18.8
4.0005,0.20976,0.813,1.008,1.4278,0.31324,0.22861,0.89443,0.0010398,1.0627,0.00013142,16.957,18.9
4.0003,0.20977,0.81307,1.008,1.4277,0.31318,0.22855,0.89443,0.0010399,1.0623,0.000132,16.958,19
4.0001,0.20978,0.81315,1.008,1.4276,0.31312,0.22849,0.89443,0.00104,1.0619,0.00013259,16.959,19.1
3.9999,0.20979,0.81322,1.008,1.4274,0.31305,0.22842,0.89443,0.00104,1.0615,0.0001332,16.96,19.2
3.9996,0.20981,0.81329,1.0079,1.4273,0.31298,0.22834,0.89443,0.0010401,1.061,0.00013383,16.961,19.3
3.9993,0.20982,0.81336,1.0079,1.4271,0.31289,0.22827,0.89443,0.0010403,1.0605,0.00013447,16.962,19.4
3.999,0.20983,0.81343,1.0079,1.4269,0.31281,0.22818,0.89443,0.0010404,1.0601,0.00013513,16.963,19.5
3.9987,0.20984,0.81349,1.0078,1.4267,0.31271,0.22809,0.89443,0.0010405,1.0595,0.0001358,16.964,19.6
3.9983,0.20985,0.81356,1.0078,1.4265,0.31262,0.228,0.89443,0.0010407,1.059,0.00013649,16.965,19.7
3.9979,0.20986,0.81362,1.0077,1.4262,0.31251,0.22791,0.89443,0.0010409,1.0585,0.00013718,16.966,19.8
3.9974,0.20987,0.81369,1.0077,1.426,0.3124,0.22781,0.89443,0.001041,1.0579,0.00013788,16.966,19.9
3.9969,0.20989,0.81375,1.0076,1.4257,0.31228,0.2277,0.89443,0.0010412,1.0573,0.00013859,16.967,20
3.9964,0.2099,0.81381,1.0075,1.4254,0.31216,0.22759,0.89443,0.0010414,1.0567,0.00013931,16.968,20.1
3.9958,0.20991,0.81386,1.0074,1.4251,0.31204,0.22748,0.89443,0.0010417,1.0561,0.00014003,16.969,20.2
3.9952,0.20992,0.81392,1.0073,1.4248,0.3119,0.22736,0.89443,0.0010419,1.0555,0.00014076,16.97,20.3
3.9946,0.20993,0.81397,1.0072,1.4245,0.31176,0.22724,0.89443,0.0010422,1.0548,0.0001415,16.971,20.4
3.9939,0.20994,0.81402,1.0071,1.4241,0.31162,0.22712,0.89443,0.0010424,1.0542,0.00014223,16.971,20.5
3.9932,0.20995,0.81407,1.007,1.4237,0.31147,0.22699,0.89443,0.0010427,1.0535,0.00014297,16.972,20.6
3.9925,0.20996,0.81412,1.0069,1.4234,0.31132,0.22686,0.89443,0.001043,1.0528,0.00014371,16.973,20.7
3.9918,0.20997,0.81416,1.0068,1.423,0.31116,0.22673,0.89443,0.0010433,1.0522,0.00014445,16.974,20.8
3.991,0.20998,0.81421,1.0067,1.4225,0.311,0.22659,0.89443,0.0010436,1.0515,0.00014518,16.975,20.9
3.9901,0.20998,0.81425,1.0065,1.4221,0.31083,0.22645,0.89443,0.0010439,1.0508,0.00014592,16.975,21
3.9893,0.20999,0.81429,1.0064,1.4217,0.31066,0.22631,0.89443,0.0010443,1.05,0.00014665,16.976,21.1
3.9884,0.21,0.81433,1.0062,1.4212,0.31049,0.22617,0.89443,0.0010446,1.0493,0.00014738,16.977,21.2
3.9875,0.21001,0.81436,1.0061,1.4207,0.31031,0.22602,0.89443,0.001045,1.0486,0.00014811,16.977,21.3
3.9865,0.21002,0.8144,1.0059,1.4202,0.31013,0.22587,0.89443,0.0010454,1.0479,0.00014883,16.978,21.4
