"A","A1","A2","A3","A4","A5","A6","B","Calc_rho","power_scalar","rho_temp","sum_C1","Time"
3.9855,0.21003,0.81443,1.0057,1.4197,0.30995,0.22572,0.89443,0.0010458,1.0471,0.00014954,16.979,21.5
3.9845,0.21003,0.81446,1.0055,1.4192,0.30976,0.22557,0.89443,0.0010462,1.0464,0.00015025,16.979,21.6
3.9835,0.21004,0.81448,1.0053,1.4186,0.30957,0.22542,0.89443,0.0010466,1.0457,0.00015095,16.98,21.7
3.9824,0.21005,0.81451,1.0051,1.4181,0.30937,0.22527,0.89443,0.001047,1.0449,0.00015165,16.981,21.8
3.9813,0.21006,0.81453,1.0049,1.4175,0.30918,0.22511,0.89443,0.0010475,1.0442,0.00015233,16.981,21.9
3.9802,0.21006,0.81455,1.0047,1.4169,0.30898,0.22495,0.89443,0.0010479,1.0434,0.00015301,16.982,22
3.9791,0.21007,0.81457,1.0045,1.4163,0.30877,0.2248,0.89443,0.0010484,1.0427,0.00015368,16.982,22.1
3.9779,0.21008,0.81459,1.0043,1.4157,0.30857,0.22464,0.89443,0.0010488,1.0419,0.00015434,16.983,22.2
3.9767,0.21008,0.81461,1.0041,1.4151,0.30837,0.22448,0.89443,0.0010493,1.0411,0.00015499,16.983,22.3
3.9755,0.21009,0.81462,1.0038,1.4145,0.30816,0.22432,0.89443,0.0010498,1.0404,0.00015562,16.984,22.4
3.9742,0.2101,0.81463,1.0036,1.4138,0.30795,0.22416,0.89443,0.0010503,1.0396,0.00015625,16.984,22.5
3.973,0.2101,0.81464,1.0033,1.4132,0.30774,0.224,0.89443,0.0010508,1.0389,0.00015687,16.985,22.6
3.9717,0.21011,0.81465,1.0031,1.4125,0.30753,0.22384,0.89443,0.0010513,1.0381,0.00015747,16.985,22.7
3.9704,0.21011,0.81465,1.0028,1.4118,0.30732,0.22368,0.89443,0.0010519,1.0374,0.00015807,16.986,22.8
3.969,0.21012,0.81465,1.0025,1.4111,0.30711,0.22352,0.89443,0.0010524,1.0366,0.00015865,16.986,22.9
3.9677,0.21012,0.81465,1.0023,1.4104,0.30689,0.22336,0.89443,0.0010529,1.0359,0.00015922,16.987,23
3.9663,0.21013,0.81465,1.002,1.4097,0.30668,0.2232,0.89443,0.0010535,1.0352,0.00015977,16.987,23.1
3.965,0.21013,0.81465,1.0017,1.409,0.30647,0.22304,0.89443,0.001054,1.0344,0.00016032,16.987,23.2
3.9636,0.21014,0.81465,1.0014,1.4083,0.30625,0.22288,0.89443,0.0010546,1.0337,0.00016085,16.988,23.3
3.9622,0.21014,0.81464,1.0011,1.4075,0.30604,0.22272,0.89443,0.0010551,1.033,0.00016137,16.988,23.4
3.9608,0.21015,0.81463,1.0008,1.4068,0.30582,0.22256,0.89443,0.0010557,1.0323,0.00016187,16.988,23.5
3.9593,0.21015,0.81462,1.0005,1.406,0.30561,0.2224,0.89443,0.0010563,1.0315,0.00016236,16.989,23.6
3.9579,0.21015,0.81461,1.0002,1.4053,0.30539,0.22225,0.89443,0.0010569,1.0308,0.00016284,16.989,23.7
3.9564,0.21016,0.81459,0.99986,1.4045,0.30518,0.22209,0.89443,0.0010574,1.0301,0.0001633,16.989,23.8
3.9549,0.21016,0.81458,0.99953,1.4038,0.30497,0.22193,0.89443,0.001058,1.0294,0.00016376,16.989,23.9
3.9535,0.21016,0.81456,0.99921,1.403,0.30476,0.22178,0.89443,0.0010586,1.0287,0.00016419,16.99,24
3.952,0.21017,0.81454,0.99887,1.4022,0.30455,0.22163,0.89443,0.0010592,1.028,0.00016462,16.99,24.1
3.9505,0.21017,0.81452,0.99854,1.4014,0.30434,0.22148,0.89443,0.0010598,1.0274,0.00016503,16.99,24.2
3.949,0.21017,0.8145,0.9982,1.4007,0.30413,0.22132,0.89443,0.0010604,1.0267,0.00016542,16.99,24.3
3.9474,0.21017,0.81447,0.99785,1.3999,0.30392,0.22117,0.89443,0.001061,1.026,0.00016581,16.991,24.4
3.9459,0.21018,0.81444,0.9975,1.3991,0.30371,0.22103,0.89443,0.0010616,1.0254,0.00016617,16.991,24.5
3.9444,0.21018,0.81442,0.99715,1.3983,0.30351,0.22088,0.89443,0.0010622,1.0247,0.00016653,16.991,24.6
3.9429,0.21018,0.81439,0.99679,1.3975,0.3033,0.22073,0.89443,0.0010629,1.0241,0.00016687,16.991,24.7
3.9413,0.21018,0.81435,0.99643,1.3967,0.3031,0.22059,0.89443,0.0010635,1.0234,0.0001672,16.991,24.8
3.9398,0.21018,0.81432,0.99607,1.3959,0.3029,0.22045,0.89443,0.0010641,1.0228,0.00016752,16.991,24.9
3.9383,0.21018,0.81429,0.9957,1.3951,0.3027,0.22031,0.89443,0.0010647,1.0222,0.00016782,16.991,25
3.9367,0.21018,0.81425,0.99533,1.3943,0.3025,0.22017,0.89443,0.0010653,1.0216,0.00016811,16.992,25.1
3.9352,0.21019,0.81421,0.99496,1.3935,0.3023,0.22003,0.89443,0.0010659,1.021,0.00016838,16.992,25.2
3.9336,0.21019,0.81418,0.99459,1.3927,0.30211,0.21989,0.89443,0.0010666,1.0204,0.00016865,16.992,25.3
3.9321,0.21019,0.81414,0.99421,1.3919,0.30192,0.21976,0.89443,0.0010672,1.0198,0.0001689,16.992,25.4
3.9305,0.21019,0.81409,0.99383,1.3911,0.30173,0.21962,0.89443,0.0010678,1.0192,0.00016914,16.992,25.5
3.929,0.21019,0.81405,0.99345,1.3903,0.30154,0.21949,0.89443,0.0010684,1.0186,0.00016936,16.992,25.6
3.9274,0.21019,0.81401,0.99306,1.3894,0.30135,0.21936,0.89443,0.001069,1.0181,0.00016957,16.992,25.7
3.9259,0.21019,0.81396,0.99267,1.3886,0.30117,0.21924,0.89443,0.0010696,1.0175,0.00016978,16.992,25.8
3.9243,0.21019,0.81391,0.99229,1.3879,0.30099,0.21911,0.89443,0.0010703,1.017,0.00016996,16.992,25.9
3.9228,0.21019,0.81386,0.9919,1.3871,0.30081,0.21899,0.89443,0.0010709,1.0164,0.00017014,16.992,26
3.9213,0.21019,0.81381,0.9915,1.3863,0.30063,0.21886,0.89443,0.0010715,1.0159,0.00017031,16.992,26.1
3.9197,0.21019,0.81376,0.99111,1.3855,0.30045,0.21874,0.89443,0.0010721,1.0154,0.00017046,16.992,26.2
3.9182,0.21019,0.81371,0.99072,1.3847,0.30028,0.21862,0.89443,0.0010727,1.0149,0.00017061,16.992,26.3
3.9167,0.21019,0.81366,0.99032,1.3839,0.30011,0.21851,0.89443,0.0010733,1.0144,0.00017074,16.992,26.4
3.9152,0.21019,0.8136,0.98992,1.3831,0.29994,0.21839,0.89443,0.0010739,1.0139,0.00017086,16.992,26.5
3.9136,0.21018,0.81355,0.98952,1.3823,0.29978,0.21828,0.89443,0.0010745,1.0134,0.00017097,16.991,26.6
3.9121,0.21018,0.81349,0.98912,1.3816,0.29961,0.21817,0.89443,0.0010751,1.0129,0.00017107,16.991,26.7
3.9106,0.21018,0.81343,0.98873,1.3808,0.29945,0.21806,0.89443,0.0010757,1.0124,0.00017116,16.991,26.8
3.9092,0.21018,0.81337,0.98832,1.38,0.29929,0.21795,0.89443,0.0010763,1.012,0.00017124,16.991,26.9
3.9077,0.21018,0.81331,0.98792,1.3793,0.29914,0.21784,0.89443,0.0010769,1.0115,0.00017131,16.991,27
3.9062,0.21018,0.81325,0.98752,1.3785,0.29898,0.21774,0.89443,0.0010775,1.0111,0.00017138,16.991,27.1
3.9047,0.21018,0.81319,0.98712,1.3778,0.29883,0.21763,0.89443,0.0010781,1.0107,0.00017143,16.991,27.2
3.9033,0.21017,0.81313,0.98672,1.377,0.29868,0.21753,0.89443,0.0010787,1.0102,0.00017147,16.991,27.3
3.9018,0.21017,0.81307,0.98632,1.3763,0.29853,0.21744,0.89443,0.0010793,1.0098,0.0001715,16.991,27.4
3.9004,0.21017,0.813,0.98592,1.3755,0.29839,0.21734,0.89443,0.0010799,1.0094,0.00017153,16.99,27.5
3.8989,0.21017,0.81294,0.98551,1.3748,0.29825,0.21724,0.89443,0.0010804,1.009,0.00017155,16.99,27.6
3.8975,0.21017,0.81287,0.98511,1.3741,0.29811,0.21715,0.89443,0.001081,1.0086,0.00017156,16.99,27.7
3.8961,0.21016,0.8128,0.98471,1.3734,0.29797,0.21706,0.89443,0.0010816,1.0082,0.00017156,16.99,27.8
3.8947,0.21016,0.81273,0.98431,1.3727,0.29783,0.21697,0.89443,0.0010821,1.0078,0.00017155,16.99,27.9
3.8933,0.21016,0.81267,0.98391,1.372,0.2977,0.21688,0.89443,0.0010827,1.0075,0.00017154,16.989,28
3.8919,0.21016,0.8126,0.98351,1.3713,0.29757,0.21679,0.89443,0.0010832,1.0071,0.00017151,16.989,28.1
3.8905,0.21015,0.81253,0.98312,1.3706,0.29744,0.21671,0.89443,0.0010838,1.0067,0.00017149,16.989,28.2
3.8892,0.21015,0.81246,0.98272,1.3699,0.29732,0.21662,0.89443,0.0010843,1.0064,0.00017145,16.989,28.3
3.8878,0.21015,0.81238,0.98232,1.3692,0.29719,0.21654,0.89443,0.0010849,1.0061,0.00017141,16.989,28.4
3.8865,0.21014,0.81231,0.98193,1.3685,0.29707,0.21646,0.89443,0.0010854,1.0057,0.00017136,16.988,28.5
3.8851,0.21014,0.81224,0.98153,1.3679,0.29695,0.21638,0.89443,0.0010859,1.0054,0.0001713,16.988,28.6
3.8838,0.21014,0.81217,0.98114,1.3672,0.29684,0.21631,0.89443,0.0010865,1.0051,0.00017124,16.988,28.7
3.8825,0.21014,0.81209,0.98075,1.3666,0.29672,0.21623,0.89443,0.001087,1.0048,0.00017118,16.988,28.8
3.8812,0.21013,0.81202,0.98035,1.3659,0.29661,0.21616,0.89443,0.0010875,1.0045,0.0001711,16.987,28.9
3.8799,0.21013,0.81194,0.97996,1.3653,0.2965,0.21609,0.89443,0.001088,1.0042,0.00017103,16.987,29
3.8787,0.21013,0.81187,0.97958,1.3647,0.2964,0.21602,0.89443,0.0010885,1.0039,0.00017094,16.987,29.1
3.8774,0.21012,0.81179,0.97919,1.3641,0.29629,0.21595,0.89443,0.001089,1.0036,0.00017086,16.986,29.2
3.8761,0.21012,0.81171,0.97881,1.3634,0.29619,0.21588,0.89443,0.0010895,1.0033,0.00017076,16.986,29.3
3.8749,0.21011,0.81164,0.97842,1.3628,0.29609,0.21581,0.89443,0.00109,1.003,0.00017067,16.986,29.4
3.8737,0.21011,0.81156,0.97804,1.3622,0.29599,0.21575,0.89443,0.0010905,1.0028,0.00017056,16.986,29.5
3.8725,0.21011,0.81148,0.97766,1.3617,0.29589,0.21569,0.89443,0.001091,1.0025,0.00017046,16.985,29.6
3.8713,0.2101,0.8114,0.97728,1.3611,0.2958,0.21562,0.89443,0.0010915,1.0022,0.00017035,16.985,29.7
3.8701,0.2101,0.81132,0.97691,1.3605,0.2957,0.21556,0.89443,0.001092,1.002,0.00017023,16.985,29.8
3.8689,0.2101,0.81124,0.97653,1.3599,0.29561,0.21551,0.89443,0.0010924,1.0017,0.00017012,16.984,29.9
3.8678,0.21009,0.81116,0.97616,1.3594,0.29552,0.21545,0.89443,0.0010929,1.0015,0.00017,16.984,30
3.8666,0.21009,0.81108,0.97579,1.3588,0.29544,0.21539,0.89443,0.0010934,1.0013,0.00016987,16.984,30.1
3.8655,0.21008,0.811,0.97542,1.3583,0.29535,0.21534,0.89443,0.0010938,1.0011,0.00016974,16.983,30.2
3.8643,0.21008,0.81092,0.97506,1.3577,0.29527,0.21528,0.89443,0.0010943,1.0008,0.00016961,16.983,30.3
3.8632,0.21007,0.81084,0.97469,1.3572,0.29519,0.21523,0.89443,0.0010947,1.0006,0.00016948,16.983,30.4
3.8621,0.21007,0.81076,0.97433,1.3567,0.29511,0.21518,0.89443,0.0010951,1.0004,0.00016934,16.982,30.5
3.861,0.21007,0.81068,0.97397,1.3562,0.29503,0.21513,0.89443,0.0010956,1.0002,0.0001692,16.982,30.6
3.86,0.21006,0.8106,0.97361,1.3557,0.29495,0.21508,0.89443,0.001096,1,0.00016906,16.982,30.7
3.8589,0.21006,0.81052,0.97326,1.3552,0.29488,0.21503,0.89443,0.0010964,0.99981,0.00016892,16.981,30.8
3.8579,0.21005,0.81043,0.97291,1.3547,0.29481,0.21499,0.89443,0.0010969,0.99962,0.00016877,16.981,30.9
3.8568,0.21005,0.81035,0.97256,1.3542,0.29474,0.21494,0.89443,0.0010973,0.99943,0.00016863,16.98,31
3.8558,0.21004,0.81027,0.97221,1.3537,0.29467,0.2149,0.89443,0.0010977,0.99925,0.00016848,16.98,31.1
3.8548,0.21004,0.81018,0.97186,1.3532,0.2946,0.21485,0.89443,0.0010981,0.99908,0.00016833,16.98,31.2
3.8538,0.21003,0.8101,0.97152,1.3528,0.29453,0.21481,0.89443,0.0010985,0.99891,0.00016817,16.979,31.3
3.8528,0.21003,0.81002,0.97118,1.3523,0.29447,0.21477,0.89443,0.0010989,0.99874,0.00016802,16.979,31.4
3.8518,0.21003,0.80993,0.97084,1.3519,0.29441,0.21473,0.89443,0.0010993,0.99858,0.00016787,16.979,31.5
3.8509,0.21002,0.80985,0.97051,1.3514,0.29435,0.21469,0.89443,0.0010997,0.99842,0.00016771,16.978,31.6
3.8499,0.21002,0.80977,0.97017,1.351,0.29429,0.21465,0.89443,0.0011,0.99826,0.00016755,16.978,31.7
3.849,0.21001,0.80968,0.96984,1.3506,0.29423,0.21462,0.89443,0.0011004,0.99811,0.00016739,16.977,31.8
3.848,0.21001,0.8096,0.96952,1.3502,0.29417,0.21458,0.89443,0.0011008,0.99796,0.00016723,16.977,31.9
3.8471,0.21,0.80951,0.96919,1.3498,0.29412,0.21455,0.89443,0.0011012,0.99782,0.00016707,16.977,32
3.8462,0.21,0.80943,0.96887,1.3494,0.29406,0.21451,0.89443,0.0011015,0.99768,0.00016691,16.976,32.1
3.8453,0.20999,0.80935,0.96855,1.349,0.29401,0.21448,0.89443,0.0011019,0.99754,0.00016675,16.976,32.2
3.8444,0.20999,0.80926,0.96823,1.3486,0.29396,0.21444,0.89443,0.0011022,0.99741,0.00016659,16.975,32.3
3.8436,0.20998,0.80918,0.96792,1.3482,0.29391,0.21441,0.89443,0.0011026,0.99728,0.00016643,16.975,32.4
3.8427,0.20998,0.80909,0.9676,1.3478,0.29386,0.21438,0.89443,0.0011029,0.99715,0.00016627,16.975,32.5
3.8419,0.20997,0.80901,0.96729,1.3474,0.29381,0.21435,0.89443,0.0011033,0.99703,0.0001661,16.974,32.6
3.841,0.20997,0.80892,0.96699,1.3471,0.29376,0.21432,0.89443,0.0011036,0.99691,0.00016594,16.974,32.7
3.8402,0.20996,0.80884,0.96668,1.3467,0.29372,0.21429,0.89443,0.0011039,0.99679,0.00016578,16.973,32.8
3.8394,0.20996,0.80875,0.96638,1.3464,0.29367,0.21426,0.89443,0.0011042,0.99667,0.00016562,16.973,32.9
3.8386,0.20995,0.80867,0.96608,1.346,0.29363,0.21424,0.89443,0.0011046,0.99656,0.00016546,16.973,33
3.8378,0.20995,0.80858,0.96579,1.3457,0.29359,0.21421,0.89443,0.0011049,0.99645,0.00016529,16.972,33.1
3.837,0.20994,0.8085,0.96549,1.3453,0.29355,0.21418,0.89443,0.0011052,0.99635,0.00016513,16.972,33.2
3.8362,0.20993,0.80842,0.9652,1.345,0.2935,0.21416,0.89443,0.0011055,0.99624,0.00016497,16.971,33.3
3.8355,0.20993,0.80833,0.96491,1.3447,0.29347,0.21413,0.89443,0.0011058,0.99614,0.00016481,16.971,33.4
3.8347,0.20992,0.80825,0.96463,1.3444,0.29343,0.21411,0.89443,0.0011061,0.99604,0.00016465,16.97,33.5
3.834,0.20992,0.80816,0.96435,1.3441,0.29339,0.21409,0.89443,0.0011064,0.99595,0.00016449,16.97,33.6
3.8332,0.20991,0.80808,0.96406,1.3438,0.29335,0.21406,0.89443,0.0011067,0.99585,0.00016433,16.97,33.7
3.8325,0.20991,0.80799,0.96379,1.3435,0.29332,0.21404,0.89443,0.001107,0.99576,0.00016417,16.969,33.8
3.8318,0.2099,0.80791,0.96351,1.3432,0.29328,0.21402,0.89443,0.0011073,0.99567,0.00016402,16.969,33.9
3.8311,0.2099,0.80782,0.96324,1.3429,0.29325,0.214,0.89443,0.0011076,0.99559,0.00016386,16.968,34
3.8304,0.20989,0.80774,0.96297,1.3426,0.29322,0.21398,0.89443,0.0011078,0.9955,0.0001637,16.968,34.1
3.8297,0.20989,0.80765,0.9627,1.3423,0.29318,0.21396,0.89443,0.0011081,0.99542,0.00016355,16.967,34.2
3.829,0.20988,0.80757,0.96244,1.342,0.29315,0.21394,0.89443,0.0011084,0.99534,0.0001634,16.967,34.3
3.8284,0.20988,0.80749,0.96217,1.3418,0.29312,0.21392,0.89443,0.0011087,0.99526,0.00016324,16.967,34.4
3.8277,0.20987,0.8074,0.96191,1.3415,0.29309,0.2139,0.89443,0.0011089,0.99518,0.00016309,16.966,34.5
3.827,0.20987,0.80732,0.96166,1.3413,0.29306,0.21388,0.89443,0.0011092,0.9951,0.00016294,16.966,34.6
3.8264,0.20986,0.80723,0.9614,1.341,0.29303,0.21386,0.89443,0.0011094,0.99503,0.00016279,16.965,34.7
3.8258,0.20985,0.80715,0.96115,1.3408,0.29301,0.21384,0.89443,0.0011097,0.99495,0.00016265,16.965,34.8
3.8251,0.20985,0.80706,0.9609,1.3405,0.29298,0.21383,0.89443,0.0011099,0.99488,0.0001625,16.964,34.9
3.8245,0.20984,0.80698,0.96065,1.3403,0.29295,0.21381,0.89443,0.0011102,0.99481,0.00016236,16.964,35
3.8239,0.20984,0.8069,0.96041,1.34,0.29293,0.21379,0.89443,0.0011104,0.99474,0.00016222,16.963,35.1
3.8233,0.20983,0.80681,0.96017,1.3398,0.2929,0.21378,0.89443,0.0011107,0.99467,0.00016208,16.963,35.2
3.8227,0.20983,0.80673,0.95993,1.3396,0.29288,0.21376,0.89443,0.0011109,0.9946,0.00016194,16.963,35.3
3.8221,0.20982,0.80665,0.95969,1.3394,0.29285,0.21375,0.89443,0.0011111,0.99454,0.0001618,16.962,35.4
3.8215,0.20982,0.80656,0.95946,1.3392,0.29283,0.21373,0.89443,0.0011114,0.99447,0.00016167,16.962,35.5
3.821,0.20981,0.80648,0.95922,1.3389,0.2928,0.21371,0.89443,0.0011116,0.9944,0.00016154,16.961,35.6
3.8204,0.2098,0.8064,0.95899,1.3387,0.29278,0.2137,0.89443,0.0011118,0.99434,0.00016141,16.961,35.7
3.8198,0.2098,0.80631,0.95876,1.3385,0.29276,0.21368,0.89443,0.0011121,0.99427,0.00016129,16.96,35.8
3.8193,0.20979,0.80623,0.95854,1.3383,0.29274,0.21367,0.89443,0.0011123,0.99421,0.00016116,16.96,35.9
3.8188,0.20979,0.80615,0.95832,1.3381,0.29271,0.21366,0.89443,0.0011125,0.99414,0.00016104,16.959,36
3.8182,0.20978,0.80607,0.95809,1.3379,0.29269,0.21364,0.89443,0.0011127,0.99408,0.00016092,16.959,36.1
3.8177,0.20978,0.80598,0.95787,1.3377,0.29267,0.21363,0.89443,0.0011129,0.99401,0.00016081,16.958,36.2
3.8172,0.20977,0.8059,0.95766,1.3376,0.29265,0.21361,0.89443,0.0011131,0.99395,0.0001607,16.958,36.3
3.8166,0.20977,0.80582,0.95744,1.3374,0.29263,0.2136,0.89443,0.0011133,0.99388,0.00016059,16.958,36.4
3.8161,0.20976,0.80574,0.95723,1.3372,0.29261,0.21358,0.89443,0.0011136,0.99382,0.00016048,16.957,36.5
3.8156,0.20975,0.80565,0.95702,1.337,0.29259,0.21357,0.89443,0.0011138,0.99375,0.00016038,16.957,36.6
3.8151,0.20975,0.80557,0.95681,1.3368,0.29257,0.21356,0.89443,0.001114,0.99369,0.00016028,16.956,36.7
3.8146,0.20974,0.80549,0.9566,1.3367,0.29255,0.21354,0.89443,0.0011142,0.99362,0.00016018,16.956,36.8
3.8141,0.20974,0.80541,0.9564,1.3365,0.29253,0.21353,0.89443,0.0011144,0.99355,0.00016009,16.955,36.9
3.8136,0.20973,0.80533,0.9562,1.3363,0.29251,0.21351,0.89443,0.0011146,0.99349,0.00016,16.955,37
3.8131,0.20973,0.80525,0.956,1.3362,0.29249,0.2135,0.89443,0.0011148,0.99342,0.00015991,16.954,37.1
3.8126,0.20972,0.80516,0.9558,1.336,0.29247,0.21349,0.89443,0.0011149,0.99335,0.00015983,16.954,37.2
3.8122,0.20971,0.80508,0.9556,1.3358,0.29244,0.21347,0.89443,0.0011151,0.99328,0.00015975,16.953,37.3
3.8117,0.20971,0.805,0.95541,1.3357,0.29242,0.21346,0.89443,0.0011153,0.99321,0.00015967,16.953,37.4
3.8112,0.2097,0.80492,0.95521,1.3355,0.2924,0.21344,0.89443,0.0011155,0.99314,0.00015959,16.953,37.5
3.8107,0.2097,0.80484,0.95502,1.3354,0.29238,0.21343,0.89443,0.0011157,0.99306,0.00015952,16.952,37.6
3.8103,0.20969,0.80476,0.95483,1.3352,0.29236,0.21341,0.89443,0.0011159,0.99299,0.00015945,16.952,37.7
3.8098,0.20969,0.80468,0.95464,1.3351,0.29234,0.2134,0.89443,0.0011161,0.99291,0.00015938,16.951,37.8
3.8094,0.20968,0.8046,0.95445,1.3349,0.29232,0.21338,0.89443,0.0011163,0.99284,0.00015932,16.951,37.9
3.8089,0.20967,0.80451,0.95427,1.3348,0.2923,0.21337,0.89443,0.0011164,0.99276,0.00015926,16.95,38
3.8084,0.20967,0.80443,0.95409,1.3346,0.29228,0.21335,0.89443,0.0011166,0.99268,0.0001592,16.95,38.1
3.808,0.20966,0.80435,0.9539,1.3345,0.29226,0.21333,0.89443,0.0011168,0.99261,0.00015914,16.949,38.2
3.8075,0.20966,0.80427,0.95372,1.3343,0.29224,0.21332,0.89443,0.001117,0.99253,0.00015909,16.949,38.3
3.8071,0.20965,0.80419,0.95354,1.3342,0.29222,0.2133,0.89443,0.0011172,0.99245,0.00015904,16.948,38.4
3.8067,0.20964,0.80411,0.95337,1.3341,0.29219,0.21328,0.89443,0.0011173,0.99236,0.00015899,16.948,38.5
3.8062,0.20964,0.80403,0.95319,1.3339,0.29217,0.21327,0.89443,0.0011175,0.99228,0.00015894,16.947,38.6
3.8058,0.20963,0.80395,0.95301,1.3338,0.29215,0.21325,0.89443,0.0011177,0.9922,0.0001589,16.947,38.7
3.8053,0.20963,0.80387,0.95284,1.3336,0.29213,0.21323,0.89443,0.0011179,0.99211,0.00015886,16.946,38.8
3.8049,0.20962,0.80379,0.95267,1.3335,0.2921,0.21322,0.89443,0.001118,0.99203,0.00015882,16.946,38.9
3.8045,0.20961,0.80371,0.9525,1.3334,0.29208,0.2132,0.89443,0.0011182,0.99194,0.00015878,16.945,39
3.804,0.20961,0.80363,0.95233,1.3332,0.29206,0.21318,0.89443,0.0011184,0.99185,0.00015874,16.945,39.1
3.8036,0.2096,0.80355,0.95216,1.3331,0.29203,0.21316,0.89443,0.0011186,0.99176,0.00015871,16.944,39.2
3.8032,0.2096,0.80347,0.95199,1.333,0.29201,0.21315,0.89443,0.0011187,0.99167,0.00015868,16.944,39.3
3.8027,0.20959,0.80339,0.95182,1.3328,0.29199,0.21313,0.89443,0.0011189,0.99159,0.00015865,16.943,39.4
3.8023,0.20958,0.80331,0.95166,1.3327,0.29196,0.21311,0.89443,0.0011191,0.99149,0.00015862,16.943,39.5
3.8019,0.20958,0.80323,0.95149,1.3325,0.29194,0.21309,0.89443,0.0011193,0.9914,0.00015859,16.943,39.6
3.8014,0.20957,0.80315,0.95133,1.3324,0.29191,0.21307,0.89443,0.0011194,0.99131,0.00015856,16.942,39.7
3.801,0.20957,0.80307,0.95117,1.3323,0.29189,0.21305,0.89443,0.0011196,0.99122,0.00015853,16.942,39.8
3.8006,0.20956,0.80299,0.95101,1.3321,0.29186,0.21303,0.89443,0.0011198,0.99113,0.00015851,16.941,39.9
3.8002,0.20955,0.80291,0.95085,1.332,0.29184,0.21301,0.89443,0.0011199,0.99103,0.00015848,16.941,40
3.7997,0.20955,0.80283,0.95069,1.3319,0.29181,0.21299,0.89443,0.0011201,0.99094,0.00015846,16.94,40.1
3.7993,0.20954,0.80275,0.95053,1.3317,0.29179,0.21297,0.89443,0.0011203,0.99084,0.00015844,16.94,40.2
3.7989,0.20954,0.80267,0.95037,1.3316,0.29176,0.21295,0.89443,0.0011204,0.99075,0.00015841,16.939,40.3
3.7985,0.20953,0.80259,0.95021,1.3315,0.29173,0.21293,0.89443,0.0011206,0.99065,0.00015839,16.939,40.4
3.7981,0.20952,0.80251,0.95006,1.3314,0.29171,0.21291,0.89443,0.0011208,0.99056,0.00015837,16.938,40.5
3.7976,0.20952,0.80243,0.9499,1.3312,0.29168,0.21289,0.89443,0.0011209,0.99046,0.00015835,16.938,40.6
3.7972,0.20951,0.80235,0.94975,1.3311,0.29165,0.21287,0.89443,0.0011211,0.99037,0.00015833,16.937,40.7
3.7968,0.20951,0.80227,0.9496,1.331,0.29163,0.21285,0.89443,0.0011213,0.99027,0.00015831,16.937,40.8
3.7964,0.2095,0.80219,0.94945,1.3308,0.2916,0.21283,0.89443,0.0011214,0.99018,0.00015828,16.936,40.9
3.796,0.20949,0.80211,0.94929,1.3307,0.29157,0.21281,0.89443,0.0011216,0.99008,0.00015826,16.936,41
3.7956,0.20949,0.80203,0.94914,1.3306,0.29155,0.21279,0.89443,0.0011218,0.98999,0.00015824,16.935,41.1
3.7951,0.20948,0.80195,0.949,1.3304,0.29152,0.21277,0.89443,0.0011219,0.9899,0.00015822,16.935,41.2
3.7947,0.20947,0.80187,0.94885,1.3303,0.29149,0.21275,0.89443,0.0011221,0.9898,0.0001582,16.934,41.3
3.7943,0.20947,0.80179,0.9487,1.3302,0.29146,0.21273,0.89443,0.0011223,0.98971,0.00015817,16.933,41.4
3.7939,0.20946,0.80171,0.94855,1.33,0.29144,0.21271,0.89443,0.0011224,0.98961,0.00015815,16.933,41.5
3.7935,0.20945,0.80163,0.94841,1.3299,0.29141,0.21269,0.89443,0.0011226,0.98952,0.00015812,16.932,41.6
3.7931,0.20945,0.80155,0.94826,1.3298,0.29138,0.21267,0.89443,0.0011228,0.98943,0.0001581,16.932,41.7
3.7927,0.20944,0.80147,0.94812,1.3297,0.29135,0.21265,0.89443,0.0011229,0.98934,0.00015807,16.931,41.8
3.7923,0.20944,0.80139,0.94797,1.3295,0.29133,0.21263,0.89443,0.0011231,0.98925,0.00015804,16.931,41.9
3.7919,0.20943,0.80131,0.94783,1.3294,0.2913,0.21261,0.89443,0.0011233,0.98916,0.00015802,16.93,42
3.7915,0.20942,0.80123,0.94769,1.3293,0.29127,0.21259,0.89443,0.0011234,0.98907,0.00015799,16.93,42.1
3.7911,0.20942,0.80115,0.94754,1.3291,0.29125,0.21257,0.89443,0.0011236,0.98898,0.00015796,16.929,42.2
3.7907,0.20941,0.80107,0.9474,1.329,0.29122,0.21255,0.89443,0.0011237,0.9889,0.00015792,16.929,42.3
3.7903,0.2094,0.80099,0.94726,1.3289,0.29119,0.21253,0.89443,0.0011239,0.98881,0.00015789,16.928,42.4
3.7899,0.2094,0.80091,0.94713,1.3288,0.29117,0.21251,0.89443,0.0011241,0.98873,0.00015786,16.928,42.5
3.7895,0.20939,0.80083,0.94699,1.3286,0.29114,0.2125,0.89443,0.0011242,0.98864,0.00015782,16.927,42.6
3.7891,0.20938,0.80076,0.94685,1.3285,0.29111,0.21248,0.89443,0.0011244,0.98856,0.00015778,16.927,42.7
3.7887,0.20938,0.80068,0.94671,1.3284,0.29109,0.21246,0.89443,0.0011245,0.98848,0.00015774,16.926,42.8
3.7883,0.20937,0.8006,0.94658,1.3282,0.29106,0.21244,0.89443,0.0011247,0.9884,0.0001577,16.926,42.9
3.7879,0.20936,0.80052,0.94644,1.3281,0.29104,0.21242,0.89443,0.0011248,0.98832,0.00015766,16.925,43
