time,Mux(4)
0,1
0.0209359679364352,0.945036387245719
0.0504087642824649,0.879403519787864
0.0837754620400954,0.818834829598185
0.124312226710912,0.760810323596894
0.174514991612237,0.706871215400038
0.239376771629318,0.657951578834441
0.326943700591726,0.615702256942782
0.426943700591726,0.586750965839125
0.526943700591726,0.568844696521318
0.626943700591726,0.556808818119421
0.726943700591726,0.547996788899318
0.826943700591726,0.541038610428435
0.926943700591726,0.5352124813973
1,0.531439702475515
1.0947422835431,0.526988646892912
1.1947422835431,0.522707741692429
1.2947422835431,0.518765993255057
1.3947422835431,0.515104432041791
1.4947422835431,0.511682628736458
1.5947422835431,0.508471203494744
1.69007002468278,0.505585068083993
1.78084580702658,0.50298124302649
1.87251114073555,0.500483420914289
1.96969609473114,0.497968765088082
2,0.49721120789218
2.1,0.494796052971695
2.2,0.492504210640464
2.3,0.490327836776122
2.4,0.488260007375965
2.5,0.486294561428578
2.59648181339567,0.484490130697425
2.68816845073044,0.48285484585395
2.77944321554632,0.48130028133255
2.87530649063545,0.479742904365484
2.97530649063545,0.478196968991024
3,0.477827179288665
3.1,0.476376497822966
3.2,0.474998558884057
3.3,0.473690364163355
3.3990178819476,0.472460990356554
3.49269485089931,0.471356050619718
3.58310574490974,0.470341287548409
3.67613685561749,0.469348240001221
3.77492788927688,0.468348509097557
3.87492788927688,0.467392002680632
3.97142459268784,0.466520044620399
4,0.466271197171789
4.1,0.465433152786643
4.2,0.464644783167038
4.3,0.463904384899075
4.39775722065481,0.463225397685228
4.49044673279883,0.462621184917804
4.58128761768954,0.462065225162207
4.67571374543405,0.461524136084014
4.77525816767637,0.460993068215199
4.87524825188485,0.460498965134333
4.9701862540371,0.460065136601663
5,0.459935819926764
5.1,0.459525625740637
5.2,0.459150803532107
5.3,0.45881018699287
5.39890802865125,0.458505829982887
5.49249293562637,0.458246686581715
5.58293170611971,0.458022057781854
5.67607591743856,0.45781640252519
5.77492792487554,0.457625762300481
5.87492792487554,0.457460895337833
5.97127774706832,0.457327784767868
6,0.457292865726248
6.1,0.457187912572091
6.2,0.457108104582748
6.3,0.4570525682021
6.39785876043376,0.457020900510207
6.4906255026303,0.457010883220996
6.58142785300912,0.457019299115061
6.67573776889949,0.457046484667097
6.77522110029811,0.457094823961497
6.87522110029811,0.457163022611275
6.97020807599021,0.45724533875662
7,0.457274575790859
7.1,0.457384307342126
7.2,0.457511373287217
7.3,0.457655093781343
7.39891400631525,0.457812987246193
7.49250988508507,0.457976230831296
7.58295655848618,0.458146270144954
7.67610203628989,0.458333518278253
7.77495512182967,0.458545168087673
7.87495512182967,0.458772246079275
7.9713158120479,0.459002866231652
8,0.459073677992707
8.1,0.459328033176733
8.2,0.459593611844694
8.3,0.459869880813323
8.39786126997279,0.46015009084629
8.4906325564996,0.460424287825444
8.5814381714881,0.460700357099102
8.67574833070942,0.460994734906068
8.77523025275719,0.461350745397107
8.87523025275719,0.46188123166655
8.97021824170142,0.462627156564301
9,0.462916896939762
9.1,0.464099968502972
9.2,0.465620589036158
9.3,0.467488949640061
9.39890643005568,0.469683603021764
9.49249608622206,0.472079553548319
9.58294476707861,0.474690507352028
9.67609795582179,0.477682876381032
9.77495511648423,0.481194312367817
9.87495511648423,0.485096685776374
9.97130631725714,0.489188350132399
10,0.490469510853535
10.1,0.495158019691885
10.2,0.500192197355229
10.3,0.505569505247876
10.3978689686685,0.511161954486344
10.4906460557108,0.516762325976411
10.5814486893916,0.52252308157833
10.6757499794745,0.528796412903656
10.7752272067943,0.535732725552819
10.8752272067943,0.543032724247391
10.970225396644,0.550269334799097
11,0.552597660951897
11.1,0.560626674947374
11.2,0.56897642443739
11.3,0.577644738152392
11.3988995419375,0.586528838157903
11.4924839154311,0.595218447026225
11.5829351039966,0.603876752917907
11.6760959966426,0.61305923701143
11.7749573512588,0.623095045337219
11.8749573512588,0.633548787099886
11.9712995177235,0.643904609279722
12,0.647043097166381
12.1,0.658168179929367
12.2,0.669584721761508
12.3,0.681287689646494
12.397875838377,0.693013962174133
12.4906584053845,0.704372886528835
12.5814588366022,0.715712425286098
12.6757525904015,0.727715605176116
12.775225749569,0.740621203243175
