time A A1 A2 A3 A4 A5 A6 A7 A8 B C_int power_int lambda power_scalar
0 6796.8768044252 202.26453040518 919.65228643596 617.36706230143 1329.055450741 2193.665427969 687.32334327708 664.36732199143 183.18138130409 0.57626916615861 20747.009993282 1.0022598504476 0 1
1 6796.8768044252 202.26453040518 919.65228643596 617.36706230143 1329.055450741 2193.665427969 687.32334327708 664.36732199143 183.18138130409 0.57626916615861 20726.526152513 1.0022598504476 -7.8595122093895e-15 1
